"year","country","school_id","student_id","mother_educ","father_educ","gender","computer","internet","math","read","science","stu_wgt","desk","room","dishwasher","television","computer_n","car","book","wealth","escs"
2022,"MEX","48400016",48401754,"ISCED 2","ISCED 2","female","yes","yes",374.842,439.561,425.658,203.7811,NA,"yes",NA,"2","1","1","26-100",NA,-1.9861
2022,"MEX","48400153",48401755,"ISCED 3A","ISCED 1","female","no","yes",524.802,580.25,494.489,237.9526,NA,"no",NA,"1","0","1","26-100",NA,-1.5498
2022,"MEX","48400037",48401756,"less than ISCED1","ISCED 2","female","yes","yes",340.648,370.301,311.029,434.32,NA,"no",NA,"2","0","2","0-10",NA,-1.4653
2022,"MEX","48400018",48401757,"ISCED 3A","ISCED 3B, C","female","no","no",320.268,346.367,277.343,169.8902,NA,"no",NA,"1","0","0","11-25",NA,-1.6671
2022,"MEX","48400099",48401758,"ISCED 3A","ISCED 3A","male","yes","yes",485.654,479.817,457.822,227.9142,NA,"no",NA,"1","0","1","26-100",NA,0.2758
2022,"MEX","48400026",48401759,"ISCED 3A","ISCED 2","male","no","no",349.113,394.496,358.105,213.7667,NA,"no",NA,"1","0","0","11-25",NA,-2.021
2022,"MEX","48400090",48401760,"ISCED 1","ISCED 2","female","no","yes",389.271,505.14,444.94,150.1207,NA,"no",NA,"1","0","0","11-25",NA,-2.5436
2022,"MEX","48400173",48401761,"ISCED 2","ISCED 3A","male","yes","yes",422.542,562.857,480.386,310.0959,NA,"yes",NA,"2","0","2","26-100",NA,-0.3251
2022,"MEX","48400008",48401763,"ISCED 3A","ISCED 3A","female","yes","yes",514.65,601.809,570.59,118.5916,NA,"yes",NA,"2","1","1",NA,NA,1.6542
2022,"MEX","48400070",48401764,"ISCED 1","ISCED 1","female","yes","yes",317.641,382.218,357.567,227.528,NA,"no",NA,"2","0","0","11-25",NA,-2.5684
2022,"MEX","48400153",48401765,"ISCED 1","ISCED 2","female","yes","yes",365.309,404.492,418.212,237.9526,NA,"yes",NA,"2","0","1","26-100",NA,-1.1046
2022,"MEX","48400162",48401766,"ISCED 1","ISCED 2","male","no","yes",291.532,255.413,309.832,109.267,NA,"yes",NA,"1","0","1","26-100",NA,-2.0176
2022,"MEX","48400210",48401767,"ISCED 3A","ISCED 2","female","yes","yes",422.495,432.998,399.156,229.4698,NA,"yes",NA,"2","0","3+","11-25",NA,-0.4749
2022,"MEX","48400107",48401768,"ISCED 3A","ISCED 1","male","no","yes",406.007,383.81,379.646,198.5455,NA,"yes",NA,"1","0","1","11-25",NA,-1.7833
2022,"MEX","48400028",48401769,"ISCED 1","ISCED 1","male","yes","yes",337.306,435.205,404.289,124.4982,NA,"yes",NA,"2","1","1","26-100",NA,-2.0393
2022,"MEX","48400200",48401770,"ISCED 3A","ISCED 3A","female","yes","yes",378.882,451.548,415.7,193.4381,NA,"yes",NA,"2","0","2","11-25",NA,-0.3861
2022,"MEX","48400261",48401771,"ISCED 2","less than ISCED1","female","no","yes",423.095,525.527,459.599,221.6413,NA,"no",NA,"1","0","2","101-200",NA,-1.9129
2022,"MEX","48400279",48401772,"ISCED 3A","ISCED 3B, C","female","yes","yes",400.232,519.792,417.743,241.4061,NA,"yes",NA,"2","0","2","11-25",NA,0.2766
2022,"MEX","48400202",48401774,"ISCED 2","ISCED 3A","female","yes","yes",383.504,417.302,382.255,285.1583,NA,"no",NA,"1","0","2","11-25",NA,-1.4706
2022,"MEX","48400028",48401775,"ISCED 3A","ISCED 2","female","yes","yes",371.894,425.557,425.57,138.3313,NA,"yes",NA,"2","1","1","26-100",NA,0.2586
2022,"MEX","48400196",48401776,"ISCED 3A","ISCED 1","female","yes","yes",376.712,403.729,376.962,134.0657,NA,"yes",NA,"1","0","0","0-10",NA,-1.0032
2022,"MEX","48400120",48401777,"ISCED 3A","ISCED 2","male","yes","yes",397.127,387.289,432.714,198.2255,NA,"yes",NA,"1","0","0","11-25",NA,-1.2915
2022,"MEX","48400193",48401778,"ISCED 2","ISCED 3A","male","yes","yes",356.479,319.752,389.962,262.7108,NA,"yes",NA,"2","0","1","101-200",NA,0.4751
2022,"MEX","48400063",48401779,"ISCED 3A","ISCED 3B, C","female","yes","yes",396.028,401.333,403.427,197.5138,NA,"no",NA,"2","2","2","26-100",NA,0.7112
2022,"MEX","48400030",48401780,"ISCED 1","ISCED 1","male","no","yes",347.956,375.602,332.561,192.3214,NA,"no",NA,"1","0","0","101-200",NA,-0.0479
2022,"MEX","48400252",48401781,"ISCED 3A","ISCED 2","female","yes","yes",378.529,346.85,338.347,288.379,NA,"no",NA,"1","0","1","11-25",NA,-1.0261
2022,"MEX","48400210",48401783,NA,NA,"female",NA,NA,426.918,341.886,437.404,229.4698,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,"MEX","48400026",48401784,"ISCED 3A","ISCED 3A","female","yes","yes",296.607,344.89,296.177,186.1508,NA,"yes",NA,"1","0","0","26-100",NA,-1.0489
2022,"MEX","48400048",48401785,"ISCED 2","ISCED 3B, C","female","yes","yes",483.065,661.568,528.455,226.2028,NA,"yes",NA,"2","1","1","201-500",NA,0.6005
2022,"MEX","48400152",48401786,"ISCED 2","ISCED 3A","female","yes","yes",374.05,400.048,349.178,106.8584,NA,"no",NA,"1","0","0","11-25",NA,-1.2559
2022,"MEX","48400196",48401787,"ISCED 3A","ISCED 3A","male","yes","yes",366.166,394.852,402.988,167.2751,NA,"no",NA,"1","1","1","26-100",NA,-0.6657
2022,"MEX","48400081",48401789,"ISCED 2","ISCED 1","male","no","no",335.301,331.461,328.94,267.157,NA,"yes",NA,"1","0","0","0-10",NA,-2.6783
2022,"MEX","48400275",48401790,"ISCED 3B, C","ISCED 3A","male","yes","yes",478.704,544.837,490.77,229.7643,NA,"no",NA,"1","0","1","11-25",NA,-0.3929
2022,"MEX","48400232",48401791,"ISCED 3A","ISCED 3A","male","yes","yes",524.438,570.067,593.432,252.4722,NA,"no",NA,"1","2","2","0-10",NA,-0.7538
2022,"MEX","48400214",48401792,"ISCED 3A","ISCED 3B, C","female","yes","yes",288.582,276.898,370.245,171.0123,NA,"yes",NA,"2","1","2","11-25",NA,0.598
2022,"MEX","48400193",48401793,"ISCED 2","ISCED 2","female","no","no",358.531,298.397,351.692,247.2572,NA,"no",NA,"1","0","0","11-25",NA,-2.6743
2022,"MEX","48400105",48401794,"ISCED 3A","ISCED 3A","male","yes","yes",333.231,320.6,370.616,239.5045,NA,"yes",NA,"2","1","0","201-500",NA,-0.1535
2022,"MEX","48400193",48401795,"ISCED 2","ISCED 2","male","yes","yes",476.403,535.583,429.617,262.7108,NA,"yes",NA,"2","0","0","26-100",NA,-1.4556
2022,"MEX","48400026",48401796,"ISCED 2","ISCED 1","female","no","yes",350.536,286.239,303.108,186.1508,NA,"no",NA,"1","1","0","11-25",NA,-2.1567
2022,"MEX","48400262",48401797,"ISCED 1","ISCED 2","male","no","no",316.562,350.335,276.71,198.5455,NA,"no",NA,"1","0",NA,"26-100",NA,-1.3585
2022,"MEX","48400250",48401799,"ISCED 2","ISCED 2","male","no","no",430.294,436.329,455.126,432.5301,NA,"no",NA,"0","0","0","0-10",NA,-2.3737
2022,"MEX","48400151",48401800,"ISCED 3B, C","ISCED 3B, C","female","no","no",324.741,356.321,315.468,125.1022,NA,"yes",NA,"1","0","0","11-25",NA,-0.8941
2022,"MEX","48400014",48401801,"ISCED 2","ISCED 2","male","yes","yes",398.65,416.515,401.939,101.341,NA,"no",NA,"1","0","2","26-100",NA,0.0511
2022,"MEX","48400104",48401802,"ISCED 3A","less than ISCED1","female","yes","yes",369.212,333.317,389.039,188.0184,NA,"no",NA,"1","0","3+","more than 500",NA,-1.0917
2022,"MEX","48400028",48401803,"ISCED 3A","ISCED 3A","female","yes","yes",426.12,457.792,478.067,138.3313,NA,"yes",NA,"2","0","2","26-100",NA,-1.0068
2022,"MEX","48400050",48401804,"ISCED 2","ISCED 2","female","no","yes",370.086,411.912,375.971,85.02524,NA,"yes",NA,"1",NA,"1","26-100",NA,-1.658
2022,"MEX","48400156",48401805,"ISCED 2","ISCED 2","female","no","yes",385.488,451.066,405.639,188.6071,NA,"no",NA,"1","0","0","26-100",NA,-2.1284
2022,"MEX","48400187",48401806,"ISCED 3A","ISCED 2","male","yes","yes",455.135,481.409,508.475,159.2549,NA,"yes",NA,"1","1","0","101-200",NA,-1.1511
2022,"MEX","48400115",48401807,"ISCED 3A","ISCED 3A","male","yes","yes",230.609,258.56,218.104,372.6728,NA,"yes",NA,"2","1","0","11-25",NA,-0.5643
2022,"MEX","48400050",48401808,"ISCED 1","ISCED 2","male","yes","yes",421.249,452.363,429.002,74.52064,NA,"no",NA,"1","1","1","11-25",NA,-2.0788
2022,"MEX","48400125",48401809,"ISCED 3B, C","ISCED 3B, C","female","yes","yes",543.89,588.602,564.702,300.9727,NA,"no",NA,"1","0","2","26-100",NA,0.1595
2022,"MEX","48400105",48401810,"ISCED 2","less than ISCED1","female","no","no",346.425,407.904,400.183,252.8104,NA,"no",NA,"1","0","0","0-10",NA,-2.6076
2022,"MEX","48400083",48401811,"ISCED 3B, C","ISCED 3A","male","yes","yes",453.114,413.883,431.727,228.1698,NA,"yes",NA,"2","0","2","101-200",NA,0.7265
2022,"MEX","48400015",48401812,"less than ISCED1","ISCED 2","male","yes","yes",435.853,359.571,400.606,283.8134,NA,"yes",NA,"1","0","3+","26-100",NA,-1.337
2022,"MEX","48400068",48401813,"ISCED 3A","ISCED 3B, C","male","yes","yes",457.07,528.177,504.851,165.2109,NA,"no",NA,"2","2","0","11-25",NA,0.7967
2022,"MEX","48400159",48401814,"less than ISCED1","less than ISCED1","female","yes","yes",397.914,386.409,349.239,248.6134,NA,"no",NA,"1","1","1","0-10",NA,-3.2749
2022,"MEX","48400130",48401815,"ISCED 3A",NA,"female","yes","yes",327.241,314.349,351.58,133.3853,NA,"yes",NA,"2","2","3+","11-25",NA,0.7969
2022,"MEX","48400273",48401816,"ISCED 3A","ISCED 2","male","no","yes",432.908,416.65,444.588,214.6083,NA,"yes",NA,"1","0","1","11-25",NA,-1.6102
2022,"MEX","48400209",48401817,"ISCED 3A","ISCED 1","female","yes","yes",444.008,479.555,471.549,213.7941,NA,"no",NA,"1","1","1","26-100",NA,-1.0332
2022,"MEX","48400069",48401818,"ISCED 2","ISCED 1","female","no","yes",330.041,354.254,381.643,220.6187,NA,"yes",NA,"1","0","0","0-10",NA,-2.1854
2022,"MEX","48400252",48401819,"ISCED 2","ISCED 3A","female","no","yes",430.599,426.873,432.798,288.379,NA,"no",NA,"3+","1","1","11-25",NA,-0.8146
2022,"MEX","48400254",48401820,"ISCED 2","ISCED 3B, C","male","yes","yes",439.003,562.6,448.4,235.442,NA,"yes",NA,"1","0","2","11-25",NA,-0.4014
2022,"MEX","48400070",48401821,"ISCED 2","ISCED 1","female","yes","yes",328.116,326.062,367.51,227.528,NA,"no",NA,"1","0","0","11-25",NA,-2.2135
2022,"MEX","48400168",48401822,"ISCED 2","ISCED 2","male","yes","yes",379.089,448.161,436.048,229.4079,NA,"yes",NA,"1","0","0","26-100",NA,-1.8053
2022,"MEX","48400047",48401823,"ISCED 3A","ISCED 3A","female","yes","yes",343.721,341.243,393.884,207.1695,NA,"yes",NA,"2","0","2","11-25",NA,0.5351
2022,"MEX","48400186",48401825,"ISCED 3A","ISCED 1","female","yes","no",394.508,345.023,394.9,148.8081,NA,"no",NA,"1","1","0","26-100",NA,-1.5963
2022,"MEX","48400136",48401826,"ISCED 3A","ISCED 3A","male","yes","yes",493.651,473.211,428.154,450.8117,NA,"yes",NA,"2","0","1","26-100",NA,-0.476
2022,"MEX","48400087",48401827,"ISCED 2","ISCED 1","male","no","yes",402.676,438.367,413.354,164.833,NA,"no",NA,"1","0","0","101-200",NA,-1.9972
2022,"MEX","48400063",48401828,"ISCED 3A","ISCED 2","female","yes","yes",375.77,408.587,387.226,197.5138,NA,"no",NA,"1","0",NA,"0-10",NA,-1.4632
2022,"MEX","48400040",48401829,"ISCED 2","ISCED 2","female","yes","yes",367.085,498.333,477.667,343.4066,NA,"no",NA,"1","0","0","26-100",NA,-1.2273
2022,"MEX","48400026",48401830,"ISCED 1","ISCED 2","female","no","no",340.747,265.1,312.97,186.1508,NA,"yes",NA,"1","0","1","11-25",NA,-2.4642
2022,"MEX","48400163",48401831,"ISCED 3A","ISCED 3A","male","no","yes",367.113,379.204,360.444,417.6154,NA,"yes",NA,"1","0","2","11-25",NA,-1.71
2022,"MEX","48400269",48401832,"ISCED 3B, C","ISCED 3A","female","yes","yes",379.123,389.69,417.622,219.3481,NA,"yes",NA,"2","0","1",NA,NA,1.3328
2022,"MEX","48400154",48401833,"ISCED 2","ISCED 2","female","no","yes",403.136,421.542,352.112,211.2477,NA,"no",NA,"1","0","1","11-25",NA,-1.2064
2022,"MEX","48400128",48401834,"ISCED 1","ISCED 3A","male","no","no",321.296,355.756,352.162,234.1139,NA,"yes",NA,"1","0","1","26-100",NA,-0.1254
2022,"MEX","48400003",48401835,"ISCED 3A","ISCED 3B, C","female","yes","yes",445.732,521.907,462.842,224.7671,NA,"yes",NA,"1","1","1","11-25",NA,0.0444
2022,"MEX","48400102",48401836,"ISCED 2",NA,"male","no","yes",439.724,408.605,409.725,223.8876,NA,"yes",NA,"1","0","0","26-100",NA,-2.116
2022,"MEX","48400115",48401837,"ISCED 3B, C","ISCED 2","female","yes","yes",356.973,356.631,385.933,329.3193,NA,"no",NA,"1","0","1","0-10",NA,0.4519
2022,"MEX","48400102",48401838,"ISCED 3A","ISCED 3A","male","yes","yes",535.945,617.265,579.775,223.8876,NA,"no",NA,"1","0","0","11-25",NA,-1.4257
2022,"MEX","48400083",48401839,"ISCED 2","ISCED 1","male","yes","yes",405.889,419.206,436.9,228.1698,NA,"no",NA,"1","0","1","11-25",NA,-2.0606
2022,"MEX","48400156",48401840,"ISCED 3B, C","ISCED 3A","male","yes","yes",351.271,391.428,410.115,196.3198,NA,"yes",NA,"1","1","0","201-500",NA,0.0541
2022,"MEX","48400268",48401841,"ISCED 3A","ISCED 3A","male","no","yes",376.591,333.971,388.022,238.2545,NA,"yes",NA,"2","0","1","more than 500",NA,-1.1317
2022,"MEX","48400142",48401842,"ISCED 3A","ISCED 3A","male","yes","yes",442.581,457.612,454.908,204.745,NA,"yes",NA,"1","1","0","26-100",NA,-1.2292
2022,"MEX","48400200",48401843,"ISCED 3A","ISCED 3A","female","yes","yes",473.935,510.976,519.88,193.4381,NA,"yes",NA,"2","1","1","26-100",NA,0.9338
2022,"MEX","48400156",48401845,"ISCED 3A","ISCED 3B, C","male","yes","yes",403.357,406.491,406.929,196.3198,NA,"yes",NA,"2","0","1","26-100",NA,0.6723
2022,"MEX","48400181",48401846,"ISCED 2","ISCED 2","female","no","no",287.716,377.048,312.77,70.1306,NA,"no",NA,"1","0","3+","26-100",NA,-1.3934
2022,"MEX","48400041",48401847,"ISCED 3A",NA,"female","no","yes",422.884,449.382,428.843,266.8843,NA,"no",NA,"1","0","0","11-25",NA,-1.3127
2022,"MEX","48400013",48401848,"ISCED 2","ISCED 3A","male","no","yes",342.549,336.179,343.043,220.2676,NA,"yes",NA,"1","0","0","0-10",NA,-1.7749
2022,"MEX","48400133",48401849,"ISCED 3A","ISCED 3A","female","yes","yes",342.019,347.949,328.431,218.7644,NA,"yes",NA,"1","0","2","0-10",NA,-1.1292
2022,"MEX","48400179",48401850,"ISCED 3A","ISCED 3B, C","female","no","yes",345.731,303.049,330.305,148.5414,NA,"yes",NA,"1","0","0","11-25",NA,-0.6362
2022,"MEX","48400186",48401852,"ISCED 3A","ISCED 3B, C","female","yes","yes",401.926,434.101,420.266,148.8081,NA,"yes",NA,"1","1","1","101-200",NA,0.6839
2022,"MEX","48400055",48401853,"ISCED 3A","ISCED 3A","female","yes","yes",340.21,253.233,321.211,237.8427,NA,"no",NA,"1","1","0","11-25",NA,-1.575
2022,"MEX","48400114",48401854,"ISCED 3A","ISCED 3A","female","yes","yes",372.372,408.816,433.578,240.3528,NA,"yes",NA,"2","1","1","11-25",NA,-1.279
2022,"MEX","48400089",48401855,"ISCED 3A","ISCED 3A","female","yes","yes",494.556,534.968,543.009,195.6154,NA,"no",NA,"3+","0","1","11-25",NA,0.485
2022,"MEX","48400129",48401856,"ISCED 2","ISCED 3A","male","no","yes",415.225,454.016,436.776,184.9575,NA,"yes",NA,"1","0","0","11-25",NA,-1.5799
2022,"MEX","48400230",48401857,"ISCED 3A","ISCED 2","female","no","yes",436.231,488.85,452.205,1168.167,NA,"yes",NA,"2","0","1","26-100",NA,-0.7673
2022,"MEX","48400105",48401858,"ISCED 1","less than ISCED1","female","no","yes",405.258,448.002,487.29,252.8104,NA,"no",NA,"1",NA,"0",NA,NA,-2.6696
2022,"MEX","48400164",48401860,"ISCED 3B, C","ISCED 3A","male","yes","yes",363.316,405.675,415.402,192.13,NA,"yes",NA,"2","1","2","11-25",NA,0.8928
2022,"MEX","48400226",48401861,"ISCED 2","ISCED 3A","female","no","no",348.165,380.237,374.716,89.35407,NA,"no",NA,"1","0","0","11-25",NA,-1.593
2022,"MEX","48400136",48401863,"ISCED 2","ISCED 2","female","yes","yes",341.151,410.325,408.228,449.8507,NA,"yes",NA,"3+","1","2","101-200",NA,-0.9841
2022,"MEX","48400191",48401864,"ISCED 2","ISCED 1","female","yes","yes",397.322,451.104,404.978,198.5455,NA,"yes",NA,"1","0","1","11-25",NA,-2.0828
2022,"MEX","48400227",48401865,"ISCED 3B, C","ISCED 3B, C","female","yes","yes",387.95,486.628,483.467,141.7398,NA,"yes",NA,"1","0","1","26-100",NA,-0.179
2022,"MEX","48400044",48401866,"ISCED 3B, C","ISCED 2","male","yes","yes",574.585,601.564,526.149,315.3583,NA,"no",NA,"1","2",NA,"26-100",NA,-0.3063
2022,"MEX","48400123",48401867,"ISCED 3A","ISCED 3B, C","male","yes","yes",487.9,460.107,469.578,195.5021,NA,"no",NA,"1","1","0",NA,NA,-0.2279
2022,"MEX","48400082",48401868,"ISCED 1","ISCED 2","female",NA,NA,172.578,210.552,130.936,241.4061,NA,"yes",NA,NA,NA,"0","11-25",NA,-3.1916
2022,"MEX","48400042",48401869,"ISCED 2","ISCED 1","female","no","yes",285.949,336.379,267.482,377.5279,NA,"yes",NA,"1","0","1","201-500",NA,-1.8617
2022,"MEX","48400180",48401870,"ISCED 3A","ISCED 2","male","yes","yes",510.711,517.221,559.107,211.6033,NA,"yes",NA,"2","0","1","11-25",NA,0.4057
2022,"MEX","48400071",48401871,"ISCED 3A","ISCED 3A","male","yes","yes",404.336,305.767,389.086,241.0413,NA,"yes",NA,"1","0","3+","101-200",NA,0.551
2022,"MEX","48400221",48401872,"ISCED 2","ISCED 1","male","yes","yes",407.583,452.694,454.262,142.5382,NA,"yes",NA,"2","0","3+","11-25",NA,-0.3134
2022,"MEX","48400085",48401873,"ISCED 1","less than ISCED1","female","yes","yes",403.721,496.33,485.364,371.2778,NA,"no",NA,"1","0","1","11-25",NA,-2.7199
2022,"MEX","48400156",48401874,"ISCED 3A","ISCED 3A","male","yes","yes",399.13,404.365,383.291,196.3198,NA,"yes",NA,"2","1","1","11-25",NA,0.248
2022,"MEX","48400024",48401875,"ISCED 3A","ISCED 3A","male","yes","yes",465.031,489.922,534.23,264.296,NA,"yes",NA,"1","0","1","101-200",NA,0.7887
2022,"MEX","48400001",48401876,"ISCED 3A",NA,"female","yes","no",410.794,437.316,444.287,226.2712,NA,"yes",NA,"1","0","1","26-100",NA,0.2548
2022,"MEX","48400196",48401877,"ISCED 2","ISCED 1","female","yes","yes",434.997,471.191,466.487,134.0657,NA,"yes",NA,"2","0","0","more than 500",NA,-1.247
2022,"MEX","48400227",48401878,"ISCED 3A","ISCED 3A","female","yes","yes",529.715,511.973,463.45,141.7398,NA,"no",NA,"1","0","2","0-10",NA,-1.3026
2022,"MEX","48400254",48401879,"ISCED 2","ISCED 2","male","yes","yes",477.85,508.191,508.179,235.442,NA,"yes",NA,"2","0","2","0-10",NA,-1.666
2022,"MEX","48400142",48401880,"ISCED 1","ISCED 1","female","yes","yes",438.641,456.269,487.839,243.1347,NA,"yes",NA,"1","0","1","101-200",NA,-2.3514
2022,"MEX","48400247",48401881,"ISCED 3B, C","ISCED 3A","female","yes","yes",363.222,363.572,328.888,237.1475,NA,"yes",NA,"1","1","1","26-100",NA,0.8159
2022,"MEX","48400090",48401882,"ISCED 3A","ISCED 3A","male","yes","yes",417.276,378.182,425.992,147.1882,NA,"yes",NA,"3+","1","3+","201-500",NA,1.8135
2022,"MEX","48400116",48401883,"ISCED 3A","ISCED 2","female","yes","yes",450.54,438.578,449.445,241.3693,NA,"yes",NA,"1","1","1","26-100",NA,-0.6377
2022,"MEX","48400097",48401884,"ISCED 1","ISCED 1","female","yes","no",338.602,268.265,340.516,282.6155,NA,"no",NA,"3+","1","3+",NA,NA,0.2254
2022,"MEX","48400063",48401885,"ISCED 2","ISCED 3B, C","male","yes","yes",448.032,572.743,480.754,187.3947,NA,"yes",NA,"2","0","2","0-10",NA,0.2409
2022,"MEX","48400014",48401886,"ISCED 3A","ISCED 2","male","yes","yes",406.442,400.263,471.287,101.341,NA,"yes",NA,"1","1","1","11-25",NA,-0.1031
2022,"MEX","48400099",48401887,"ISCED 3B, C","ISCED 3A","female","yes","yes",387.167,455.274,434.125,222.3303,NA,"yes",NA,"2","0","1","101-200",NA,0.5125
2022,"MEX","48400231",48401888,"ISCED 2","ISCED 2","female","yes","yes",441.463,454.104,395.188,239.8845,NA,"no",NA,"1","1","0","11-25",NA,-1.9331
2022,"MEX","48400046",48401889,"less than ISCED1","less than ISCED1","female","no","yes",385.593,379.55,342.143,466.7466,NA,"yes",NA,"1","0","3+","0-10",NA,-2.7251
2022,"MEX","48400058",48401890,"ISCED 3A","ISCED 3A","male","yes","yes",266.943,279.446,288.861,217.748,NA,"yes",NA,"2","1","1",NA,NA,-1.3023
2022,"MEX","48400257",48401891,"ISCED 3B, C","ISCED 2","female","yes","yes",437.302,569.46,495.777,256.0342,NA,"yes",NA,"1","1","1","11-25",NA,-0.8725
2022,"MEX","48400284",48401892,"ISCED 3A","ISCED 3A","male","yes","yes",350.553,347.186,338.229,220.0437,NA,"yes",NA,"2","1","2","11-25",NA,-0.3932
2022,"MEX","48400013",48401893,"ISCED 2","ISCED 3A","female","no","yes",466.147,458.677,455.503,220.2676,NA,"yes",NA,"1","0","2","26-100",NA,-0.9911
2022,"MEX","48400275",48401894,"ISCED 2","less than ISCED1","female","yes","yes",418.34,419.68,407.515,229.7643,NA,"no",NA,"2",NA,"1","0-10",NA,-1.815
2022,"MEX","48400057",48401895,"ISCED 2","ISCED 3B, C","female","yes","yes",309.858,385.16,363.935,196.355,NA,"yes",NA,"2","0","1","11-25",NA,-0.6065
2022,"MEX","48400086",48401896,"ISCED 3B, C","ISCED 2","male","yes","yes",432.149,432.268,437.645,446.8191,NA,"yes",NA,"2","1","2","26-100",NA,0.5155
2022,"MEX","48400114",48401897,"ISCED 3B, C","ISCED 3A","female","yes","yes",449.25,465.496,459.56,240.3528,NA,"no",NA,"2","0","3+","26-100",NA,0.1582
2022,"MEX","48400111",48401898,"ISCED 3A","ISCED 3B, C","male","yes","yes",437.687,517.457,489.721,228.3476,NA,"no",NA,"1","1","1","101-200",NA,0.7869
2022,"MEX","48400183",48401899,"ISCED 3A","ISCED 3A","male",NA,NA,404.24,505.418,436.775,252.4722,NA,NA,NA,"1","0","0","201-500",NA,-0.2444
2022,"MEX","48400156",48401900,"ISCED 3A","ISCED 2","male","yes","yes",413.914,392.311,398.698,196.3198,NA,"yes",NA,"1","1","0","101-200",NA,-0.7379
2022,"MEX","48400202",48401901,"ISCED 3B, C","ISCED 3A","female","yes","yes",428.636,439.064,475.783,285.1583,NA,"no",NA,"1","1","1","11-25",NA,-1.3531
2022,"MEX","48400142",48401902,NA,"ISCED 2","male","yes","yes",433.707,424.627,458.836,204.745,NA,"yes",NA,"2","0","0","101-200",NA,-0.3947
2022,"MEX","48400139",48401903,"ISCED 2","ISCED 2","female","yes","yes",487.955,521.345,458.451,204.4307,NA,"no",NA,"1","0","0","11-25",NA,-2.0847
2022,"MEX","48400015",48401904,"ISCED 2","ISCED 2","female","no","yes",368.53,356.766,343.475,283.8134,NA,"no",NA,"1","0","0","0-10",NA,-2.1849
2022,"MEX","48400139",48401905,"ISCED 2","ISCED 3B, C","male","yes","yes",472.311,421.5,484.874,191.8672,NA,"yes",NA,"1","0","2","more than 500",NA,0.8241
2022,"MEX","48400259",48401907,"ISCED 3A","ISCED 3A","male","yes","yes",382.311,376.469,371.262,170.7979,NA,"yes",NA,"1","1","0","26-100",NA,-1.425
2022,"MEX","48400135",48401908,"ISCED 2",NA,"female","no","yes",338.827,427.072,366.115,207.1779,NA,"yes",NA,"1","0","0","26-100",NA,-0.8685
2022,"MEX","48400203",48401909,"ISCED 3A","ISCED 3B, C","female","yes","yes",348.69,390.773,361.796,337.2416,NA,"no",NA,"1","0","1","11-25",NA,-0.6159
2022,"MEX","48400057",48401910,"ISCED 1","ISCED 2","male","no","no",299.254,280.04,285.413,208.6272,NA,"no",NA,"1","0","1","11-25",NA,-2.2229
2022,"MEX","48400237",48401911,"ISCED 3A","ISCED 3B, C","female","no","yes",398.234,407.832,457.755,300.0191,NA,"yes",NA,"1","0","1","26-100",NA,-0.3525
2022,"MEX","48400168",48401913,"ISCED 2","ISCED 2","female","yes","yes",500.245,505.479,482.755,209.2695,NA,"yes",NA,"1","0","0","101-200",NA,-2.1669
2022,"MEX","48400269",48401914,"ISCED 2","ISCED 2","female","yes","yes",357.978,354.016,416.467,219.3481,NA,"yes",NA,"1","1","2","11-25",NA,-1.7662
2022,"MEX","48400013",48401915,"ISCED 2","ISCED 3A","female","yes","yes",423.598,429.862,418.139,220.2676,NA,"no",NA,"1","1","3+","101-200",NA,-0.0348
2022,"MEX","48400229",48401916,"ISCED 2","ISCED 1","female","yes","yes",466.682,525.235,528.252,236.9136,NA,"no",NA,"1","0","0","11-25",NA,-1.8813
2022,"MEX","48400167",48401917,"ISCED 2","ISCED 2","female","yes","yes",376.779,566.565,407.485,246.7451,NA,"no",NA,"1","1","1","26-100",NA,-1.9975
2022,"MEX","48400231",48401918,"ISCED 3A","ISCED 3A","female","no","yes",458.659,471.678,465.558,239.8845,NA,"yes",NA,"1","0","0","11-25",NA,-1.4
2022,"MEX","48400205",48401919,"ISCED 3A","ISCED 3A","female","no","yes",409.9,438.73,369.36,92.48857,NA,"yes",NA,"1","0","1","11-25",NA,-1.2422
2022,"MEX","48400093",48401920,"ISCED 2","ISCED 2","female","yes","yes",335.342,459.982,393.878,225.0044,NA,NA,NA,"2","0","0","26-100",NA,-2.0101
2022,"MEX","48400252",48401921,"ISCED 3B, C","ISCED 3B, C","male","yes","yes",373.439,291.135,381.201,284.4813,NA,"yes",NA,"2","2","2","11-25",NA,1.1003
2022,"MEX","48400211",48401922,"ISCED 2","ISCED 2","female","yes","yes",335.093,362.94,327.563,182.0851,NA,"no",NA,"1","1","1","26-100",NA,-2.1486
2022,"MEX","48400228",48401923,"ISCED 3B, C","ISCED 3A","male","yes","yes",457.251,528.956,532.184,238.5002,NA,"no",NA,"1","0","1","101-200",NA,-0.9029
2022,"MEX","48400151",48401924,"ISCED 3A",NA,"male","yes","yes",292.62,302.287,318.216,126.0847,NA,"yes",NA,"2","0","2","101-200",NA,-1.0832
2022,"MEX","48400209",48401925,"ISCED 1","ISCED 1","male","no","no",442.814,484.91,442.241,202.5418,NA,"no",NA,"1","0","1","26-100",NA,-2.6763
2022,"MEX","48400246",48401926,"ISCED 1","ISCED 2","female","yes","yes",342.754,386.702,406.841,784.3405,NA,"yes",NA,"2","1","1","26-100",NA,-0.6557
