id_alumno,educacion_madre,educacion_padre,genero,computadora,internet,matematicas,comprension_lectora,ciencias,cuarto_propio,television,auto,libros,indice_socioeconomico,rendimiento_academico_continuo
19,secundaria,primaria,1,0,0,-0.8552612794507621,-0.4962217923343588,-0.6379404452282753,0,1,1,2,-1.2964081316645428,357.901
20,bachillerato tecnico,primaria,1,1,1,-1.6974815388763709,-0.8568643206966187,-2.2758099859974683,1,1,1,2,1.3669452149552437,287.63100000000003
21,primaria,menos que primaria,1,0,1,-1.1535874580302425,-0.7559162682247683,0.40333969748728965,1,1,0,1,-1.4954300296078293,369.88200000000006
22,primaria,bachillerato,0,1,1,0.5334605538842123,0.18548525672727936,0.39062700611271445,0,1,1,1,-0.11617805661604834,434.3903333333333
23,bachillerato tecnico,bachillerato,0,1,1,2.544648925704197,0.7257733271886204,1.561581936711009,1,1,1,3,1.6050807440344557,524.8543333333333
24,secundaria,menos que primaria,0,0,1,-0.40629443217904054,-1.1194668148329905,0.16541360792074608,1,1,1,1,-0.9069986914371151,371.08933333333334
25,secundaria,secundaria,1,0,0,0.033777966532527896,-0.09835421713063798,-0.3961458556631725,0,1,0,1,-0.4376351178060071,395.3913333333333
26,bachillerato tecnico,bachillerato tecnico,1,0,1,1.7524780470201673,2.6595451284244285,1.9230465727832575,1,1,1,4,1.5854807566881972,569.0783333333334
27,bachillerato tecnico,bachillerato tecnico,1,1,1,-0.00511713832742673,0.48592818745840605,-0.2571733281287345,1,1,1,1,0.9160591624347054,414.10966666666667
28,secundaria,secundaria,0,0,1,0.5829884360131458,0.22596824932147733,-0.05304992475649564,0,1,0,1,-1.4265278714478542,425.56166666666667
29,primaria,secundaria,0,1,1,-0.8506112501546554,-0.8337087729206828,-0.10603503508158565,1,1,1,3,-0.5901178387465031,361.97633333333334
30,primaria,secundaria,0,0,1,-0.5230956353394924,0.7152393025881035,0.18895809929128576,1,1,0,3,-0.6736984015270242,419.67333333333335
31,secundaria,secundaria,0,0,0,-0.527962955724202,-0.987942338148413,-0.9801292795835662,1,1,0,1,-1.3647922284849694,343.298
32,bachillerato,bachillerato,1,0,1,-0.2671412190376165,0.38764682391749994,0.4937292009018949,0,1,1,2,1.1012660913233603,424.12899999999996
33,primaria,primaria,0,0,1,-0.17485045067159335,0.07125202546371166,0.21867885100435264,0,1,0,1,-2.047079012670587,410.63933333333335
34,bachillerato,bachillerato,1,0,1,-0.17666120974328584,0.5500855858558278,0.054067506238085566,1,1,1,1,0.31959787350098673,419.712
35,bachillerato,bachillerato tecnico,0,1,1,2.297849707268797,1.3681557643681457,1.683719819424132,0,1,0,2,0.998948976762495,539.973
36,secundaria,secundaria,0,0,0,0.6771189355960078,0.31807158239793426,1.2677226730273703,1,1,1,6,0.014028026723854385,463.2756666666667
37,secundaria,secundaria,1,0,1,-0.6741564001363664,-0.4722457248873627,0.012554499356997402,1,1,0,1,-1.0770954979222664,378.98533333333336
38,primaria,bachillerato,1,0,1,0.7260094305317049,1.253077880502016,0.47445339918493673,0,1,0,1,-0.5253601713029176,470.40766666666667
39,bachillerato,bachillerato,1,0,1,0.07968433051807554,0.704089888234292,0.06057725795979857,0,1,0,1,-0.6725759352913355,430.0276666666667
40,secundaria,bachillerato,1,0,0,-1.2957827464121097,-0.8996520082492341,-0.9388563864954924,0,1,0,1,-1.070274356951542,329.1003333333333
41,secundaria,primaria,1,0,1,0.5010262373920569,0.1475724213380188,-0.04268501269139129,1,1,0,0,-1.3406160326393641,421.769
42,bachillerato,bachillerato,0,0,1,-0.4187089963745638,-0.5302009598888326,0.07012845105968832,1,1,1,2,1.3568430188340443,384.701
43,bachillerato,bachillerato,0,0,1,-1.0485924040172254,1.137951730772883,-0.13430176438140132,0,1,1,2,0.22142524965651103,411.181
44,bachillerato tecnico,bachillerato,0,1,1,0.9541795596375313,2.1436313187798612,0.5237300853734776,0,1,1,3,0.7093526879547803,501.49066666666664
45,bachillerato tecnico,bachillerato,1,0,1,-0.3573894511707694,-0.5225266876712743,-0.6753048193522877,1,1,1,0,0.6618637318294842,367.69699999999995
46,secundaria,bachillerato,1,0,1,-0.19163980878432677,0.42574065629302354,-0.28217184191252537,1,1,0,0,-0.5479821831298768,407.5303333333333
47,bachillerato,bachillerato,0,0,1,1.012848153560368,0.9524539527846262,1.1706500023738748,1,1,1,3,-0.0571190639074983,486.09999999999997
48,menos que primaria,menos que primaria,0,0,1,0.8465045821984094,1.1543379912625762,1.2229681299405932,1,1,1,0,-1.8838896907127514,489.1566666666666
49,secundaria,bachillerato,0,0,1,-0.7240754062247852,-1.6131179951671855,-0.6147694642024236,0,1,0,3,-0.35310477590298,330.64466666666664
50,secundaria,secundaria,1,0,1,0.10906208569721472,-0.39768703301268404,-0.29954007294053864,1,1,1,2,-1.0209721861378258,391.26866666666666
51,bachillerato,bachillerato tecnico,1,1,1,-0.13434739175597593,-0.0032945999452164026,-0.2817182936368324,0,1,1,1,0.8041579130921896,397.008
52,bachillerato,bachillerato tecnico,1,0,1,-1.675390278201723,-1.277573715566753,-0.8393425589463553,0,1,1,0,0.6327659532581665,312.412
53,bachillerato,bachillerato,1,0,1,0.40911210691294586,0.5568066072790674,0.37104439232690617,1,1,1,1,1.2335444200214576,441.29733333333337
54,bachillerato,secundaria,1,0,1,-0.5770852278210753,0.26543765879260145,-0.30899788845425696,0,1,0,1,-0.6283680343165143,393.56233333333336
55,secundaria,menos que primaria,0,0,1,1.0269141300292752,0.14702943037922975,0.7700868370058462,0,1,1,4,-0.6473636167666328,454.16466666666673
56,bachillerato tecnico,secundaria,0,0,1,0.8210525526866997,0.33001738349130355,1.7728553952529977,1,1,1,1,0.7048628230120251,479.53999999999996
57,bachillerato tecnico,bachillerato,0,0,1,0.06050477043070856,-0.10328940162274723,-0.10446095577182725,0,1,0,1,-0.005485617065812783,403.1586666666667
58,secundaria,bachillerato,0,0,1,0.19725329552492504,0.5317204249829907,-0.36142273326231467,1,1,0,0,0.48580921993952303,417.42633333333333
59,bachillerato,bachillerato,0,0,1,-0.43238384888398573,-0.7752829457549287,-1.1099774829834725,0,1,0,1,-0.5364121465466228,348.12733333333335
60,primaria,secundaria,0,1,1,1.4963063396296885,1.808545564877962,1.4312401660699077,1,1,1,1,-0.47692143605511556,527.3856666666667
61,bachillerato,bachillerato tecnico,0,1,1,-0.15133955488473824,-0.1556578629815608,-0.28209180398152106,1,1,1,2,1.5602684381634946,392.39866666666666
62,bachillerato tecnico,bachillerato,1,1,1,0.12935707337274424,0.05242833889234099,0.4093692216229746,1,1,1,2,1.5615635915123662,421.88433333333336
63,secundaria,bachillerato,0,0,1,0.8494307688582644,1.0654684710073559,0.8580485231799765,1,1,1,1,-0.5434923181871215,477.6503333333333
64,menos que primaria,menos que primaria,1,0,0,1.0716760942815131,0.956858212783697,-0.17801581436511738,1,1,1,1,-2.1283282994231385,453.87466666666666
65,bachillerato,primaria,1,0,0,-0.952288993548332,-1.4125371349903297,-0.813116796887159,0,1,1,2,0.4833916003549625,325.978
66,bachillerato,secundaria,1,0,1,1.1888104771111567,1.6031622513322576,0.8828202628259209,1,1,1,2,0.33695292837586766,500.93233333333336
67,secundaria,secundaria,1,0,1,-0.6322192200359686,0.40451574303722854,0.3617466526751972,0,1,1,0,-0.6873406834684729,412.89633333333336
68,bachillerato,primaria,1,1,1,1.8535763475109028,1.9159129771292802,1.3887400247064285,1,1,1,1,0.7568416440800764,537.5106666666667
69,menos que primaria,bachillerato,1,0,1,-1.5951664082894588,-1.7271460965129883,-1.3524790742724497,0,0,1,1,-0.9273757707926967,289.0163333333333
70,secundaria,bachillerato,0,0,1,-1.1998704599027024,-1.3265756329810707,-1.4134279587325047,0,1,0,2,-0.0474485855692562,307.655
71,bachillerato,primaria,1,0,1,0.7660779072701157,0.604662210447052,0.5674174560468594,0,1,0,1,-0.9788365305211995,455.74033333333335
72,bachillerato,secundaria,0,1,1,0.9674343160423206,0.05975268360312465,0.42905855265012294,1,1,0,1,-0.6189565866480466,441.8633333333334
73,bachillerato tecnico,bachillerato,1,0,1,0.25343028496511333,0.6199142231561627,0.12854280103792884,1,1,1,3,1.2418334014542365,433.39866666666666
74,secundaria,secundaria,0,0,1,0.4658250810383548,0.28117233013174686,0.22792323203539158,0,1,0,2,-0.7584014305432342,431.41166666666663
75,bachillerato tecnico,bachillerato tecnico,1,1,1,-0.40493274135712787,-1.0691737855833283,0.2274696837596986,1,1,1,6,1.8169678319098677,374.0606666666667
76,bachillerato,bachillerato,1,0,1,0.5227843183975138,0.9966775497615966,0.8003144956152755,1,1,1,3,1.7322648028936578,466.791
77,bachillerato,secundaria,1,0,1,0.5857842480198386,0.8916027660029452,0.9190907852262036,1,1,1,1,0.2691732364515815,468.30600000000004
78,bachillerato,bachillerato,0,0,1,1.130982075397586,0.270252178627202,0.37324543542953403,1,1,1,2,-0.16988374881592866,450.047
79,secundaria,primaria,1,0,0,1.2170583186295594,0.9903185223108837,0.48337762849195776,0,0,0,1,-1.2956310396552198,474.6713333333334
80,primaria,primaria,0,0,1,0.2327731454752448,-0.445313373331402,0.547728125019711,1,1,1,0,-0.889211918779277,413.97133333333335
81,bachillerato tecnico,primaria,1,0,1,-0.3527249358020895,-0.8359652020160973,-0.3450549763718596,1,1,1,1,-0.6287997520994715,367.39799999999997
82,secundaria,bachillerato tecnico,0,1,1,0.1724241671338777,-0.5641559945118053,-0.08094314371162259,1,1,1,1,0.005739045291075389,393.5903333333333
83,bachillerato,bachillerato,1,0,1,0.7799845369407145,0.7703347852066157,0.4352881716133194,0,1,1,1,0.2260014581558577,457.33533333333327
84,secundaria,secundaria,0,0,1,1.3827789888708557,1.0266023848237757,1.672941378048837,0,1,0,3,-0.686218217232784,509.212
85,bachillerato,bachillerato tecnico,0,1,1,-0.5650328154398901,-0.10204655565040663,0.12775576138305,1,1,0,2,0.9211534322736008,394.6016666666667
86,bachillerato,bachillerato,0,0,1,0.15307077417562906,-0.1867652116873256,-0.6640861693564666,1,1,1,3,0.4878814652977177,388.9986666666667
87,bachillerato,bachillerato tecnico,0,0,0,-0.30515267347058467,-0.09612192096672541,0.011380609702261972,0,0,0,1,0.4486814906052006,397.8373333333334
88,primaria,primaria,0,0,0,-0.22597180078361553,-0.724845118916256,-0.971631919241904,0,1,0,1,-2.130918606120882,357.7273333333333
89,bachillerato tecnico,bachillerato tecnico,0,1,1,0.4093873422918432,0.5700435202077809,1.6431939470254349,1,1,1,2,1.255043965612728,473.4579999999999
90,secundaria,secundaria,1,0,1,-1.230696822339195,-0.5380200296954023,-0.26361638157460954,1,1,1,1,0.06341654109416232,357.461
91,secundaria,secundaria,1,1,1,-0.7573644009987799,-1.4091947239773366,-0.9481808054575364,0,1,1,1,-0.8621000420095624,327.1806666666667
92,bachillerato,bachillerato,0,0,1,-1.408556821397118,-0.31043441916808084,-0.8274035675714918,0,1,0,1,-0.5936579245667525,345.56733333333335
93,primaria,primaria,0,0,1,1.5754002958812159,1.4749560527291723,1.2685764109580864,1,1,1,0,-1.0041351926024933,515.9256666666666
94,secundaria,bachillerato,1,0,1,0.8092898617569851,0.9787467816557911,0.8482838955974066,1,1,1,1,1.2943302838618365,474.087
95,bachillerato tecnico,bachillerato tecnico,1,0,1,1.6315483131762563,1.1838766994207268,1.4689913901937752,1,1,1,4,1.9602981358516705,514.1846666666667
96,bachillerato,bachillerato,0,1,1,3.5257616489649055,1.8070010572618505,2.374167031235902,1,1,1,2,0.3135538245395854,597.6039999999999
97,bachillerato,bachillerato,1,1,1,2.136431400581842,1.7324302989214198,1.834818093505778,1,0,1,3,0.5660223840129777,550.0973333333333
98,primaria,primaria,1,0,1,-1.0568639514567164,-0.908834588685653,-1.334430520830897,0,1,0,2,-1.4753983244786135,324.45966666666664
99,bachillerato,bachillerato,1,0,1,0.9914667104418231,1.6108968558785703,0.5014395215886777,1,1,1,2,1.3817099631323813,487.075
100,bachillerato,bachillerato,0,0,0,-1.3318240949750768,-1.1189117574084502,-1.1438868864191172,1,1,0,0,-0.8962057468631842,317.09066666666666
101,secundaria,secundaria,0,0,1,-1.503730318205275,-1.5910484293088285,-1.3838139242607772,0,1,1,3,-1.1207853375575392,294.097
102,bachillerato tecnico,bachillerato tecnico,0,0,1,1.0609708866496674,0.3723224124138843,1.2425907626919044,0,1,1,3,1.512347764255241,472.979
103,bachillerato tecnico,secundaria,1,1,1,0.08781101723183193,0.21338292554331087,0.723037873230269,0,1,0,2,0.12264822091589524,433.2126666666666
104,secundaria,secundaria,1,0,0,-1.407962892421603,-0.7569419178135928,-2.2503712635931516,1,1,1,0,0.12083500622747476,297.689
105,secundaria,bachillerato,0,0,1,0.24596995758973966,0.1337321851217611,-0.19878565746082896,0,1,1,2,-0.8158198956765467,411.61699999999996
106,secundaria,secundaria,0,0,1,1.9614831021112007,1.251497173488651,1.747856881469206,0,1,1,1,-1.1544593246282033,530.6129999999999
107,bachillerato,bachillerato,0,1,1,1.5913784339298305,2.14016824310936,0.5670039267366686,0,1,1,1,-0.1236899460395042,517.1386666666667
108,secundaria,secundaria,1,0,1,-0.05176229201422556,0.3559482183899417,-0.3687462039492415,0,1,0,6,-1.09220562032577,406.65766666666667
109,bachillerato,sin informacion,1,1,1,0.36920297697284354,-0.05100540552419055,1.0355993334586653,0,1,1,1,-0.5435786617437129,440.19433333333336
110,bachillerato,bachillerato,0,0,1,-0.26233184294320133,-0.7461665638980585,-0.6135422159270189,1,1,1,2,0.2955080212119729,365.2496666666666
111,bachillerato,secundaria,0,0,0,-1.0780715617043788,-1.5151865591330542,-1.1192485433248471,1,1,1,1,-0.4454060378992373,312.59833333333336
112,bachillerato,bachillerato,0,1,1,1.597621931209026,1.3126741548456062,1.8590829262553608,1,1,1,2,1.5031953472565478,526.7096666666667
113,bachillerato tecnico,bachillerato,0,1,1,-0.9333846688398624,-0.2777463634489506,-0.046913683379471355,1,1,1,0,1.813341402533027,376.9073333333333
114,secundaria,secundaria,0,0,1,-0.6115910526912474,-1.0622235013108219,-0.48776260735318255,0,1,1,0,-0.6554799110862288,351.625
115,bachillerato,primaria,0,0,1,-1.5503175276017793,-0.9999726045020392,-1.1236239502197687,1,1,1,2,0.035268541645350406,315.855
116,bachillerato,bachillerato,1,1,1,-0.2192647491820671,0.15007017974845127,0.35503680612597194,1,1,1,3,1.556901039456428,415.202
117,bachillerato,sin informacion,1,1,1,2.077110933393196,1.7810581558974616,1.6724744901179767,1,1,1,4,1.3440641724585103,546.019
118,secundaria,bachillerato,0,0,1,-0.05151602878047544,0.36262097395017756,-0.39373137807786524,1,1,1,1,1.0313278104842876,406.2233333333333
119,secundaria,secundaria,1,0,1,-0.3474520053853214,-0.777949634685873,-0.9130708330568219,1,1,1,3,-0.7393195045365243,354.9283333333333
120,bachillerato,bachillerato,0,1,1,0.8164314955357411,0.6773626665960955,1.4693248815729612,0,1,1,1,0.004961953281752352,481.44433333333336
121,primaria,primaria,1,0,1,-1.9086015605631415,-1.1061092372467674,-1.6907994086291813,1,1,1,0,-0.6158482186107544,290.50600000000003
122,secundaria,bachillerato,0,1,1,-0.4679036988343055,-0.43277631541623923,-0.019447333389702406,1,1,0,2,1.6580956877816044,384.022
123,bachillerato,secundaria,1,0,1,0.7038602255667624,1.0979393303429699,0.5261045439932828,0,1,0,2,-0.35250037100683995,466.90299999999996
124,secundaria,secundaria,1,0,1,-0.06310488683930669,0.6042157512142698,0.5047877750357059,0,1,1,1,-0.635448205957013,435.083
125,bachillerato tecnico,secundaria,1,0,1,-0.7295076834398626,-0.7588122200049793,-1.200540401915255,1,1,0,1,0.8537191145756803,339.4823333333333
126,bachillerato,bachillerato,0,1,1,0.6267653473303831,0.4288417379909994,0.9095929507469823,1,1,1,1,0.19457240355657088,456.228
127,primaria,primaria,1,0,0,0.24611481831547577,0.5788761731374245,0.36912348198279404,1,1,0,1,-1.6805506149398926,438.10833333333335
128,secundaria,bachillerato,1,0,1,-0.008289588221031879,0.4159547525690612,-0.1339282540367126,1,1,1,1,0.28592388643032224,415.18333333333334
129,bachillerato tecnico,bachillerato tecnico,1,1,1,-0.14808018855569227,-0.09801635608961314,0.5570125250162522,1,1,1,6,1.7216445454329097,415.0336666666667
130,primaria,secundaria,1,0,0,-0.0020460909418364326,-0.2956771315547561,0.0998892217382581,1,1,1,2,0.13715393842325835,401.511
131,secundaria,secundaria,1,1,1,-1.2985785584188034,-1.9241070169645798,-2.130968010189354,1,1,0,3,-0.37192767123991555,270.94699999999995
132,bachillerato tecnico,secundaria,0,0,1,-0.8559276387891449,0.35655154167748576,-0.157392707476248,1,1,1,2,-0.07939570150809178,393.45133333333337
133,secundaria,primaria,0,1,1,-0.674692384821587,-0.8036994725982474,-0.6585768917723118,0,1,1,3,-0.4680280497261965,353.0463333333334
134,bachillerato tecnico,bachillerato,0,1,1,1.361441003970032,0.6715948959671754,1.5529111608521704,0,1,1,0,0.36156084200443017,495.91466666666673
135,menos que primaria,secundaria,1,1,0,-1.0589934041250275,-0.32023238935779375,-1.1667510553761173,1,0,1,3,-1.257035469858843,344.86066666666665
136,bachillerato tecnico,bachillerato tecnico,1,0,1,1.3885299596825518,1.1575114717550576,1.7169088814807352,1,1,1,2,1.727688594394311,514.0593333333333
137,primaria,secundaria,1,0,0,-0.08955645535859083,-0.6248020513757214,0.5795031836285636,1,1,0,0,-1.4156485833173318,402.39000000000004
138,secundaria,secundaria,1,0,1,1.228951384212436,1.2015058058827608,1.1622993782390547,0,1,0,3,0.1126323683512873,497.74399999999997
139,menos que primaria,secundaria,0,1,1,-0.9626755075835607,-1.058579428654057,-0.4969669694187201,1,1,1,0,0.3220154930855473,343.417
140,primaria,sin informacion,0,0,1,0.015887666904205937,-0.44468591711235606,-0.04984840751630879,0,1,0,0,-1.6180378799676847,394.06566666666663
141,bachillerato,bachillerato,1,0,1,0.9054194393549962,1.1761903607374178,0.7598286421820812,1,1,0,1,-0.5794975812857551,479.54300000000006
142,bachillerato tecnico,bachillerato tecnico,1,1,1,1.375941562616145,1.565888938627793,1.4688846729524352,0,1,1,1,2.1586292853422253,518.8533333333334
143,bachillerato,secundaria,0,0,1,2.432367377186688,1.2755335732644009,1.3078750350813786,1,1,0,2,-0.3068246295699641,531.1179999999999
144,bachillerato,bachillerato tecnico,0,1,0,0.12569209701163803,0.10946652249674461,0.7728081266600051,0,1,0,2,-0.15969520913813784,432.45733333333334
145,secundaria,secundaria,0,0,0,-0.36535679108621655,-0.36152383515730063,-0.7470321451876379,0,1,0,1,-1.3086689167005283,370.16900000000004
146,secundaria,secundaria,1,0,0,-1.2864247435296035,-1.317477517804908,-1.0279252640485208,0,1,0,0,-1.7822633246046176,315.54766666666666
147,secundaria,bachillerato,1,0,1,-0.5037277563086698,-0.49186579819829174,-0.06201417302901805,0,1,0,0,-0.4941038038168136,380.5016666666667
148,sin informacion,primaria,1,0,1,-0.07553393710740397,-0.4595880023146913,0.37437930611876735,1,1,1,1,-0.4354765288912208,402.151
149,bachillerato,bachillerato,0,1,1,-0.43575910379362054,-0.27319730586086927,0.09111172863807929,1,1,1,3,1.6403089151237662,391.93266666666665
150,bachillerato tecnico,bachillerato,1,0,0,1.0690106569279823,1.6810030218911758,0.8399732904280887,1,1,0,1,0.6397597813420738,499.25533333333334
151,bachillerato,bachillerato,0,1,1,1.818621454390951,1.5934849458000528,1.540505281546446,1,1,1,1,0.12869226987729657,531.5916666666666
152,primaria,primaria,0,1,1,0.03189477709796778,-0.6957890693881401,0.16089146481898234,1,1,1,1,-0.8722885816873532,392.7633333333333
153,bachillerato,bachillerato tecnico,1,0,1,-1.2834550986520272,-1.500598202040242,-1.2169748570815464,1,1,1,0,0.7343059758097086,305.8333333333333
154,bachillerato tecnico,bachillerato,0,1,1,1.3033808250952836,1.5835904438843331,1.2090148506354461,1,1,1,0,1.840194248632967,511.17900000000003
155,bachillerato,bachillerato,0,0,0,0.07203568419924701,-0.8118926028430943,-0.27450154019124484,0,0,0,1,-1.5445595133083627,379.59999999999997
156,bachillerato,bachillerato,1,0,1,-0.7691126058559205,-0.41168413328370285,-1.2090777812224194,1,1,0,3,-0.47165447910303726,347.94699999999995
157,secundaria,primaria,1,0,1,1.187086634474906,1.63629676628417,1.2348937816602887,0,1,1,1,-0.8832542133744672,510.60566666666665
158,secundaria,primaria,1,0,1,-1.0487227786703877,-2.0174773289448784,-1.771197510323371,1,1,0,1,0.8195270661654672,283.10699999999997
159,secundaria,menos que primaria,0,1,1,-0.45214285187429376,-1.2253741847284518,-0.6850427676245225,0,1,0,0,-0.0785322659421772,345.8573333333334
160,secundaria,bachillerato,1,1,1,2.7748181328251706,1.5167180906929634,2.0682220399705584,1,1,1,1,0.035786602984899135,564.6603333333334
161,bachillerato,bachillerato,1,0,1,-1.2639423588954692,-0.683505407253746,-1.2985201691201358,0,1,0,2,0.15338652706245048,326.81666666666666
162,primaria,secundaria,1,1,1,0.2384661719966464,0.16814574544326732,-0.05086222130903488,0,1,0,3,-0.9361828135650242,416.0913333333333
163,bachillerato,secundaria,1,0,0,-0.33567482838303364,-0.1670124072531373,-0.7036782658934426,1,1,1,1,0.06721565758418598,377.3086666666666
164,secundaria,secundaria,0,0,1,0.6499865216657676,0.6189971717590957,-0.21962219883237696,1,1,1,3,-0.9449035127807603,433.79833333333335
165,primaria,primaria,1,0,0,-0.19779638962808058,0.28556452366506707,-0.4329766435804876,0,0,0,1,-1.8166280601280134,399.748
166,bachillerato tecnico,bachillerato tecnico,0,0,0,1.3608181028493698,0.8449176100127962,0.7677790766618783,1,1,1,2,0.6458038303034751,481.06933333333336
167,bachillerato tecnico,bachillerato tecnico,1,1,1,0.38225492836160313,-0.250729546632733,-0.02283560580223361,1,1,1,1,1.0285648166733614,408.529
168,primaria,primaria,0,0,0,-0.9219261854341924,-1.0990503547825037,-1.0053278881948693,0,1,0,1,-1.6094898678651313,330.53366666666665
169,bachillerato,bachillerato,1,0,1,0.3241078330514139,0.9286468158581432,0.7731949766598609,1,1,0,2,0.3261599838019367,459.6623333333334
170,secundaria,primaria,0,0,1,0.19894816601602947,-0.5865030890824323,-0.7959353210314901,1,1,1,2,-0.8904207285715573,375.7169999999999
171,secundaria,primaria,1,1,1,-0.9007040891139568,-0.5140801616456594,-1.5279488983450171,0,1,1,0,-0.9250444947647277,334.1223333333333
172,bachillerato,primaria,1,1,1,-1.3921006429535763,-1.0251553185241227,-1.8881062482108564,0,1,1,2,0.7055535714647566,299.697
173,bachillerato,secundaria,1,0,1,1.1497994836706142,0.16339155793742108,0.41638588024105067,1,1,0,0,1.2337171071346404,448.606
174,primaria,menos que primaria,1,0,1,-0.37355590816284057,-0.2096914966139954,-0.35300541085165665,1,1,1,1,-1.4535534046609773,384.0206666666666
175,bachillerato tecnico,bachillerato tecnico,0,1,1,0.15473667252158543,-0.25421675523473747,-0.23028058331116574,0,1,1,1,1.3165205779058384,398.01366666666667
176,bachillerato tecnico,sin informacion,1,1,1,0.29270202771197934,1.2332768102048246,1.2718846454396124,1,1,0,1,1.5064764024070227,479.8163333333334
177,bachillerato tecnico,sin informacion,0,1,1,0.07468663548020471,0.20474333606568168,-0.046313398896936135,1,1,1,1,0.9832344494628515,413.44733333333335
178,bachillerato,secundaria,0,0,1,0.9908148371760136,1.1860848626531375,1.4335879453793772,1,1,1,3,-0.43374965775939184,498.6173333333333
179,bachillerato,bachillerato,0,1,1,1.6145416639749206,1.2370415475190988,1.7555672021559903,1,1,1,3,2.0595068823752434,522.423
180,bachillerato,bachillerato,1,0,1,-0.9801601971798233,0.008687400545406005,-1.5539078673008642,1,1,1,0,1.0107780440155234,346.08666666666664
181,bachillerato,secundaria,1,1,1,1.7667613145776775,2.0428039309655195,0.6757487956616774,1,1,1,1,-0.06324945642549107,521.202
182,menos que primaria,primaria,1,0,1,0.23396100342627582,-0.40948803651704346,-1.046587441627776,0,1,1,1,-1.859886181980329,375.1493333333333
183,bachillerato,bachillerato tecnico,0,0,1,0.5205389771486147,0.06985231543660991,1.727460548718183,1,1,1,1,1.8096286295995945,464.3036666666667
184,secundaria,secundaria,1,0,0,-0.4908351517182195,-0.43956973563398377,-0.038322945451636906,1,1,0,1,-1.3078054811346138,382.835
185,bachillerato,bachillerato,0,0,0,-0.42955906473214556,-1.0366787933162116,-0.1947704212554275,0,1,0,1,-0.8508753796526743,363.84066666666666
186,bachillerato,bachillerato,0,1,1,0.8393774344922275,0.4124675439670574,0.13051707000271098,1,1,1,1,1.5094984268877234,441.2003333333334
187,bachillerato,bachillerato tecnico,0,0,1,1.01342759646331,1.0202312909073117,1.1993035816735462,0,1,1,1,1.235616665379652,488.70166666666665
188,secundaria,primaria,0,0,0,1.1236086644576542,0.2992599622923142,0.993579419681214,1,1,1,1,0.3328084376594782,466.17966666666666
189,secundaria,secundaria,1,0,0,0.7359758484623001,0.6739961226516004,0.43691560954374786,0,1,0,2,-0.8650357229336717,453.702
