educacion_madre,educacion_padre,genero,computadora,internet,matematicas,comprension_lectora,ciencias,cuarto_propio,television,auto,libros,indice_socioeconomico,matematicasCategoria,comprension_lectoraCategoria,cienciasCategoria,indice_socioeconomicoCategoria,rendimiento_general,rendimiento_general_categoria,id_alumno
3,3,1,0,1,487.955,521.345,458.451,0,1,0,1,-2.0847,Medio,Alto,Medio,Medio,489.2503333333333,Alto,31
4,4,0,0,1,488.732,440.176,517.645,0,1,1,1,-1.5404,Medio,Medio,Alto,Medio,482.1843333333333,Alto,32
3,4,0,1,1,453.186,527.471,484.852,1,1,1,2,-0.6674,Medio,Alto,Medio,Medio,488.503,Alto,33
4,4,0,0,1,511.005,486.439,512.574,1,1,0,2,0.261,Alto,Medio,Alto,Alto,503.3393333333333,Alto,34
5,5,1,1,1,535.863,573.714,547.31,1,1,1,6,0.6601,Alto,Alto,Alto,Alto,552.2956666666668,Alto,35
4,5,1,0,1,458.922,575.428,589.479,1,1,1,1,0.9635,Medio,Alto,Alto,Alto,541.2763333333334,Alto,36
4,3,0,1,1,500.339,518.41,435.873,1,1,0,3,0.3488,Alto,Alto,Medio,Alto,484.874,Alto,37
4,4,1,1,1,472.45,532.948,491.665,1,1,1,3,0.9382,Medio,Alto,Alto,Alto,499.021,Alto,38
4,4,1,1,1,614.263,599.454,626.45,1,1,1,2,0.6846,Alto,Alto,Alto,Alto,613.389,Alto,39
4,4,0,0,1,486.65,575.973,469.477,1,1,0,2,0.349,Medio,Alto,Medio,Alto,510.7,Alto,40
4,4,0,1,1,495.593,560.398,494.347,0,1,0,1,0.3686,Alto,Alto,Alto,Alto,516.7793333333333,Alto,41
4,5,0,0,1,530.479,575.445,513.049,0,1,0,3,0.6125,Alto,Alto,Alto,Alto,539.6576666666666,Alto,42
3,5,1,1,1,543.953,546.722,554.94,0,1,1,1,0.8243,Alto,Alto,Alto,Alto,548.5383333333333,Alto,43
3,5,1,0,1,425.492,498.265,514.355,0,1,1,3,0.9532,Medio,Alto,Alto,Alto,479.3706666666667,Alto,44
5,5,1,1,1,479.509,618.491,450.02,1,1,1,1,0.7247,Medio,Alto,Medio,Alto,516.0066666666667,Alto,45
3,2,0,1,1,543.65,512.837,578.078,1,1,1,3,-1.4525,Alto,Alto,Alto,Medio,544.855,Alto,46
3,4,0,1,1,520.65,510.174,538.189,1,1,1,2,-0.9236,Alto,Alto,Alto,Medio,523.0043333333333,Alto,47
4,4,0,0,1,493.966,489.349,504.449,0,1,0,2,-1.3918,Medio,Medio,Alto,Medio,495.9213333333334,Alto,48
2,4,0,0,0,462.853,525.487,525.817,0,0,0,2,-1.6338,Medio,Alto,Alto,Medio,504.719,Alto,49
5,5,1,1,1,520.613,615.754,589.644,0,1,1,3,-0.1317,Alto,Alto,Alto,Medio,575.3370000000001,Alto,50
4,3,0,0,1,493.613,512.251,473.185,1,1,1,1,-0.1097,Medio,Alto,Medio,Medio,493.0163333333333,Alto,51
4,5,0,1,1,536.973,490.519,539.922,0,1,1,1,-0.3486,Alto,Medio,Alto,Medio,522.4713333333333,Alto,52
4,5,1,1,1,453.182,509.49,500.636,0,1,1,2,-1.5368,Medio,Alto,Alto,Medio,487.76933333333335,Alto,53
5,5,1,1,1,535.863,573.714,547.31,1,1,1,6,0.6601,Alto,Alto,Alto,Alto,552.2956666666668,Alto,54
4,3,0,1,1,500.339,518.41,435.873,1,1,0,3,0.3488,Alto,Alto,Medio,Alto,484.874,Alto,55
5,3,1,1,1,477.07,519.463,497.921,1,0,1,2,0.3815,Medio,Alto,Alto,Alto,498.1513333333333,Alto,56
5,5,0,0,1,576.847,637.911,652.216,1,1,1,6,0.6952,Alto,Alto,Alto,Alto,622.3246666666665,Alto,57
3,3,0,0,1,516.54,521.963,557.945,1,1,1,1,-1.6687,Alto,Alto,Alto,Medio,532.1493333333333,Alto,58
5,5,1,1,1,503.525,583.724,498.002,1,1,1,4,0.5106,Alto,Alto,Alto,Alto,528.417,Alto,59
5,4,1,0,1,500.398,500.219,466.224,1,1,1,1,-0.046,Alto,Alto,Medio,Alto,488.947,Alto,60
4,4,0,1,1,473.361,562.649,481.963,1,1,1,0,0.6896,Medio,Alto,Medio,Alto,505.991,Alto,61
5,5,0,1,1,484.072,568.785,540.419,1,1,1,3,1.0296,Medio,Alto,Alto,Alto,531.092,Alto,62
4,4,0,1,1,504.984,455.841,529.294,1,1,1,2,-1.2157,Alto,Medio,Alto,Medio,496.70633333333336,Alto,63
4,5,0,1,1,496.702,473.6,505.425,1,1,1,2,0.9996,Alto,Medio,Alto,Alto,491.9090000000001,Alto,64
3,4,1,1,1,493.631,493.118,459.644,1,1,1,1,-0.5213,Medio,Medio,Medio,Medio,482.131,Alto,65
3,3,0,0,1,493.428,498.454,512.702,1,1,1,1,-1.8534,Medio,Alto,Alto,Medio,501.528,Alto,66
5,5,1,0,1,475.565,549.021,534.185,1,1,1,3,0.8902,Medio,Alto,Alto,Alto,519.5903333333333,Alto,67
4,4,0,1,1,524.65,563.74,557.518,1,1,1,1,0.2409,Alto,Alto,Alto,Alto,548.636,Alto,68
4,5,1,0,1,525.292,536.457,501.934,0,1,0,3,-0.4104,Alto,Alto,Alto,Medio,521.2276666666667,Alto,69
4,4,0,1,1,524.438,570.067,593.432,0,1,1,0,-0.7538,Alto,Alto,Alto,Medio,562.6456666666667,Alto,70
4,4,1,0,1,463.616,540.864,539.878,1,1,1,4,1.1418,Medio,Alto,Alto,Alto,514.7860000000001,Alto,71
5,2,0,0,1,473.654,532.435,488.376,0,1,1,1,0.157,Medio,Alto,Alto,Alto,498.155,Alto,72
5,5,0,0,1,451.154,546.234,441.765,0,1,1,2,0.0628,Medio,Alto,Medio,Alto,479.7176666666667,Alto,73
2,5,0,1,1,611.679,577.056,504.708,1,1,1,3,-0.7897,Alto,Alto,Alto,Medio,564.4810000000001,Alto,74
4,4,0,0,1,534.3,526.456,531.413,0,1,1,1,0.3286,Alto,Alto,Alto,Alto,530.723,Alto,75
3,5,0,0,1,487.85,471.207,480.912,0,1,0,2,-0.6426,Medio,Medio,Medio,Medio,479.98966666666666,Alto,76
5,4,1,0,1,475.388,511.835,503.492,0,1,1,3,-0.9572,Medio,Alto,Alto,Medio,496.905,Alto,77
5,5,1,0,1,493.43,503.046,513.415,1,1,1,6,1.087,Medio,Alto,Alto,Alto,503.297,Alto,78
5,4,0,1,1,503.502,514.614,511.344,1,1,1,3,1.0828,Alto,Alto,Alto,Alto,509.82,Alto,79
4,3,0,0,1,419.964,568.528,508.111,1,1,1,2,-0.141,Medio,Alto,Alto,Medio,498.8676666666667,Alto,80
4,4,1,0,1,521.314,605.236,575.216,1,1,1,4,1.0914,Alto,Alto,Alto,Alto,567.2553333333334,Alto,81
4,5,0,0,1,533.869,642.536,550.972,1,1,1,4,0.7699,Alto,Alto,Alto,Alto,575.7923333333333,Alto,82
5,5,1,1,1,470.192,534.723,476.016,1,1,1,3,0.6173,Medio,Alto,Medio,Alto,493.64366666666666,Alto,83
3,3,0,0,1,479.749,532.21,521.864,0,1,1,2,-0.7552,Medio,Alto,Alto,Medio,511.27433333333335,Alto,84
4,4,1,0,1,531.13,526.731,564.631,1,1,1,0,0.5347,Alto,Alto,Alto,Alto,540.8306666666666,Alto,85
4,4,0,0,1,509.404,547.72,485.331,0,1,1,1,0.2629,Alto,Alto,Medio,Alto,514.1516666666666,Alto,86
3,3,0,1,1,530.201,569.576,539.665,0,1,0,3,-1.5904,Alto,Alto,Alto,Medio,546.4806666666667,Alto,87
4,4,0,1,1,495.593,560.398,494.347,0,1,0,1,0.3686,Alto,Alto,Alto,Alto,516.7793333333333,Alto,88
5,5,0,1,1,598.885,646.828,569.009,1,1,1,4,1.0905,Alto,Alto,Alto,Alto,604.9073333333333,Alto,89
4,4,1,0,1,425.969,512.559,496.705,1,1,0,3,-1.1696,Medio,Alto,Alto,Medio,478.411,Alto,90
5,5,0,0,1,479.06,532.249,531.543,1,1,1,4,1.0813,Medio,Alto,Alto,Alto,514.284,Alto,91
3,4,0,0,1,523.309,501.875,524.372,1,1,1,1,0.1769,Alto,Alto,Alto,Alto,516.5186666666667,Alto,92
5,5,1,0,1,420.959,548.065,479.738,0,1,1,1,0.1594,Medio,Alto,Medio,Alto,482.9206666666667,Alto,93
4,5,1,0,1,473.966,485.538,481.322,1,1,1,3,0.8676,Medio,Medio,Medio,Alto,480.2753333333333,Alto,94
3,0,1,0,1,452.48,489.252,547.402,0,1,0,1,-1.9711,Medio,Medio,Alto,Medio,496.378,Alto,95
5,5,1,0,1,472.492,522.645,492.306,0,1,1,2,0.7563,Medio,Alto,Alto,Alto,495.8143333333333,Alto,96
4,4,1,1,1,469.336,618.824,570.332,0,1,1,4,1.09,Medio,Alto,Alto,Alto,552.8306666666666,Alto,97
5,2,1,1,1,430.083,538.838,465.974,0,1,0,3,0.1973,Medio,Alto,Medio,Alto,478.29833333333335,Alto,98
3,3,0,0,1,496.858,458.652,496.049,1,1,1,1,-1.8357,Alto,Medio,Alto,Medio,483.853,Alto,99
4,4,0,0,1,474.053,519.991,517.992,0,1,1,2,0.2062,Medio,Alto,Alto,Alto,504.012,Alto,100
5,5,1,1,1,454.016,526.922,517.803,1,1,1,3,0.6201,Medio,Alto,Alto,Alto,499.5803333333333,Alto,101
5,5,0,0,1,484.838,536.315,537.099,1,1,1,0,0.0721,Medio,Alto,Alto,Alto,519.4173333333333,Alto,102
3,4,0,0,1,492.649,544.655,510.291,0,1,0,2,-1.4487,Medio,Alto,Alto,Medio,515.865,Alto,103
3,5,1,1,1,489.627,590.385,503.956,0,1,1,2,1.0104,Medio,Alto,Alto,Alto,527.9893333333333,Alto,104
3,5,0,0,1,490.97,550.112,499.668,1,1,1,1,-0.7467,Medio,Alto,Alto,Medio,513.5833333333334,Alto,105
1,3,0,1,1,522.097,539.718,499.11,0,1,0,3,-1.6936,Alto,Alto,Alto,Medio,520.3083333333334,Alto,106
3,3,1,1,1,482.208,553.936,470.619,1,1,1,6,-0.8351,Medio,Alto,Medio,Medio,502.2543333333333,Alto,107
4,3,1,0,1,477.633,528.788,511.97,0,1,1,1,-0.6806,Medio,Alto,Alto,Medio,506.1303333333333,Alto,108
4,4,0,1,1,457.194,504.75,518.242,1,1,1,3,0.1175,Medio,Alto,Alto,Alto,493.3953333333333,Alto,109
5,5,1,1,1,538.865,536.745,532.289,1,1,1,3,0.9083,Alto,Alto,Alto,Alto,535.9663333333334,Alto,110
4,4,1,1,1,458.39,554.077,513.025,0,1,1,3,0.9078,Medio,Alto,Alto,Alto,508.4973333333333,Alto,111
4,3,0,0,1,497.604,585.796,524.581,1,1,1,2,0.3851,Alto,Alto,Alto,Alto,535.9936666666667,Alto,112
3,2,1,0,0,502.282,519.166,513.822,0,1,0,3,-2.6231,Alto,Alto,Alto,Bajo,511.75666666666666,Alto,113
4,4,1,0,1,557.134,542.862,530.177,0,1,1,4,1.0185,Alto,Alto,Alto,Alto,543.3910000000001,Alto,114
4,4,1,0,1,525.902,602.195,489.303,1,1,1,1,0.6897,Alto,Alto,Alto,Alto,539.1333333333333,Alto,115
4,4,1,1,1,522.005,522.327,495.935,1,1,1,4,1.7582,Alto,Alto,Alto,Alto,513.4223333333333,Alto,116
4,4,1,0,1,414.375,603.201,503.279,0,1,1,3,0.6408,Medio,Alto,Alto,Alto,506.95166666666665,Alto,117
3,4,0,0,1,438.274,544.223,458.847,1,1,1,1,-1.2331,Medio,Alto,Medio,Medio,480.448,Alto,118
4,4,1,0,1,575.157,605.306,613.336,1,1,1,1,0.5236,Alto,Alto,Alto,Alto,597.9330000000001,Alto,119
4,4,0,1,1,494.166,560.522,457.5,1,1,1,4,0.6233,Medio,Alto,Medio,Alto,504.0626666666667,Alto,120
4,4,0,0,1,438.823,536.747,461.864,1,1,1,2,-0.719,Medio,Alto,Medio,Medio,479.1446666666666,Alto,121
4,4,0,0,1,438.823,536.747,461.864,1,1,1,2,-0.719,Medio,Alto,Medio,Medio,479.1446666666666,Alto,122
5,5,1,1,1,475.386,489.156,524.543,0,1,1,1,0.9724,Medio,Medio,Alto,Alto,496.3616666666667,Alto,123
4,4,0,1,1,526.274,503.788,525.593,1,1,1,2,-0.4293,Alto,Alto,Alto,Medio,518.5516666666666,Alto,124
4,5,0,1,1,530.031,501.641,600.474,1,1,0,4,0.5527,Alto,Alto,Alto,Alto,544.0486666666667,Alto,125
3,3,1,1,1,482.956,535.267,574.878,0,1,1,3,-1.7066,Medio,Alto,Alto,Medio,531.0336666666667,Alto,126
3,5,0,0,1,457.843,556.523,518.768,1,1,1,1,-0.6158,Medio,Alto,Alto,Medio,511.0446666666666,Alto,127
3,4,1,1,1,526.104,504.696,534.068,0,1,0,6,0.5836,Alto,Alto,Alto,Alto,521.6226666666668,Alto,128
5,4,0,1,1,520.025,488.722,528.415,0,1,1,4,0.8799,Alto,Medio,Alto,Alto,512.3873333333332,Alto,129
4,4,0,0,1,518.449,545.275,530.646,0,1,0,2,0.2374,Alto,Alto,Alto,Alto,531.4566666666666,Alto,130
5,5,0,0,1,458.916,547.042,519.618,1,1,1,3,0.4575,Medio,Alto,Alto,Alto,508.5253333333333,Alto,131
4,4,1,0,1,493.863,477.792,473.863,1,1,1,2,0.1455,Medio,Medio,Medio,Alto,481.8393333333333,Alto,132
5,5,1,0,1,496.332,590.52,519.097,1,1,1,3,0.6146,Alto,Alto,Alto,Alto,535.3163333333333,Alto,133
4,4,0,0,1,438.823,536.747,461.864,1,1,1,2,-0.719,Medio,Alto,Medio,Medio,479.1446666666666,Alto,134
4,3,1,1,1,498.404,476.748,465.81,0,1,1,1,-0.1144,Alto,Medio,Medio,Medio,480.3206666666667,Alto,135
4,3,1,0,1,486.537,511.675,559.802,1,1,0,2,-0.5045,Medio,Alto,Alto,Medio,519.3380000000001,Alto,136
4,5,0,1,1,538.948,457.111,564.921,1,1,1,0,0.5887,Alto,Medio,Alto,Alto,520.3266666666667,Alto,137
4,5,1,1,1,425.234,517.038,503.456,1,1,1,1,0.4476,Medio,Alto,Alto,Alto,481.9093333333333,Alto,138
4,4,0,1,1,527.228,594.059,545.968,1,1,1,3,0.0026,Alto,Alto,Alto,Alto,555.7516666666666,Alto,139
4,4,0,1,1,468.877,488.358,543.223,1,1,1,1,0.8779,Medio,Medio,Alto,Alto,500.1526666666667,Alto,140
4,4,1,1,1,424.213,547.846,528.32,0,1,0,3,0.4365,Medio,Alto,Alto,Alto,500.1263333333333,Alto,141
4,4,0,1,1,536.606,574.391,539.268,1,1,1,4,-0.7947,Alto,Alto,Alto,Medio,550.0883333333333,Alto,142
3,4,0,1,1,481.611,480.339,564.635,0,1,1,2,0.7444,Medio,Medio,Alto,Alto,508.8616666666667,Alto,143
4,3,0,0,1,459.567,535.474,506.139,0,1,1,1,-1.4263,Medio,Alto,Alto,Medio,500.3933333333334,Alto,144
4,4,1,1,1,456.712,551.157,530.183,0,1,0,3,0.7584,Medio,Alto,Alto,Alto,512.6840000000001,Alto,145
4,3,1,1,1,467.509,525.724,503.552,1,1,1,2,0.1051,Medio,Alto,Alto,Alto,498.9283333333333,Alto,146
5,3,1,0,0,488.378,492.888,549.814,0,1,0,1,-1.4019,Medio,Medio,Alto,Medio,510.36,Alto,147
4,4,0,1,1,516.847,564.655,574.489,1,1,1,3,1.0572,Alto,Alto,Alto,Alto,551.997,Alto,148
4,4,1,0,1,487.169,501.128,504.494,1,1,1,0,-1.2623,Medio,Alto,Alto,Medio,497.597,Alto,149
4,4,0,0,1,467.879,520.156,511.044,1,1,1,1,0.6915,Medio,Alto,Alto,Alto,499.693,Alto,150
5,5,1,1,1,603.689,626.631,609.231,0,1,1,3,0.4658,Alto,Alto,Alto,Alto,613.1836666666667,Alto,151
4,4,0,0,1,449.839,549.662,479.687,1,1,1,3,0.6375,Medio,Alto,Medio,Alto,493.0626666666667,Alto,152
3,2,1,0,1,502.258,479.904,504.697,0,1,0,2,-1.9251,Alto,Medio,Alto,Medio,495.61966666666666,Alto,153
4,4,0,1,1,524.438,570.067,593.432,0,1,1,0,-0.7538,Alto,Alto,Alto,Medio,562.6456666666667,Alto,154
4,4,1,0,1,479.785,557.801,525.28,1,1,1,2,-1.1743,Medio,Alto,Alto,Medio,520.9553333333333,Alto,155
5,3,1,1,1,487.456,512.88,534.43,0,1,1,0,-0.3354,Medio,Alto,Alto,Medio,511.5886666666667,Alto,156
3,3,0,0,1,526.255,477.577,523.441,0,1,1,3,-1.7567,Alto,Medio,Alto,Medio,509.09100000000007,Alto,157
2,3,0,1,1,466.601,503.862,514.61,0,1,1,1,-0.1214,Medio,Alto,Alto,Medio,495.0243333333333,Alto,158
4,3,1,0,1,457.65,531.474,467.581,0,1,1,0,-1.4627,Medio,Alto,Medio,Medio,485.5683333333333,Alto,159
5,5,1,1,1,493.659,585.801,529.616,1,1,1,3,1.1421,Medio,Alto,Alto,Alto,536.3586666666666,Alto,160
4,1,1,0,1,459.403,556.546,452.968,1,1,0,2,-1.4173,Medio,Alto,Medio,Medio,489.63900000000007,Alto,161
3,4,1,0,1,525.742,492.898,515.089,1,1,1,1,-1.3888,Alto,Medio,Alto,Medio,511.243,Alto,162
3,4,0,1,1,481.611,480.339,564.635,0,1,1,2,0.7444,Medio,Medio,Alto,Alto,508.8616666666667,Alto,163
4,4,0,0,1,484.099,523.336,479.561,1,1,1,6,1.2034,Medio,Alto,Medio,Alto,495.6653333333333,Alto,164
4,5,0,1,1,437.687,517.457,489.721,0,1,1,3,0.7869,Medio,Alto,Alto,Alto,481.6216666666666,Alto,165
4,3,0,0,1,519.717,477.35,564.337,1,1,1,3,0.5621,Alto,Medio,Alto,Alto,520.468,Alto,166
5,4,0,1,1,441.323,556.084,509.299,1,1,1,3,1.2909,Medio,Alto,Alto,Alto,502.2353333333333,Alto,167
5,5,0,0,1,495.284,534.873,555.125,1,1,1,1,0.8151,Alto,Alto,Alto,Alto,528.4273333333334,Alto,168
3,3,1,0,1,479.721,515.583,497.928,0,1,0,3,-0.7953,Medio,Alto,Alto,Medio,497.744,Alto,169
3,3,1,1,1,452.896,556.242,476.413,0,1,1,1,-1.6194,Medio,Alto,Medio,Medio,495.1836666666666,Alto,170
5,4,1,0,1,458.395,615.748,428.766,0,1,1,3,-0.5273,Medio,Alto,Medio,Medio,500.9696666666667,Alto,171
3,5,1,0,1,473.168,512.658,453.034,1,1,1,2,0.3679,Medio,Alto,Medio,Alto,479.62000000000006,Alto,172
4,4,1,0,1,479.99,491.519,479.533,1,1,1,2,-0.6037,Medio,Medio,Medio,Medio,483.6806666666666,Alto,173
4,4,0,1,1,483.009,530.832,506.344,1,1,1,3,0.0468,Medio,Alto,Alto,Alto,506.7283333333333,Alto,174
5,5,1,1,1,527.02,587.649,517.434,0,1,1,6,1.4021,Alto,Alto,Alto,Alto,544.0343333333333,Alto,175
5,5,1,0,1,512.824,478.023,496.181,0,1,1,6,0.9725,Alto,Medio,Alto,Alto,495.676,Alto,176
2,4,0,0,1,450.13,529.558,467.751,1,1,1,1,-0.2328,Medio,Alto,Medio,Medio,482.4796666666666,Alto,177
4,3,1,0,1,529.99,563.126,522.876,1,1,1,1,-0.6711,Alto,Alto,Alto,Medio,538.664,Alto,178
4,4,0,0,1,431.508,533.101,470.704,1,1,1,0,0.1623,Medio,Alto,Medio,Alto,478.4376666666666,Alto,179
3,4,0,0,1,494.774,482.327,475.401,0,1,1,2,-0.6808,Alto,Medio,Medio,Medio,484.1673333333333,Alto,180
4,4,0,0,0,519.778,512.33,536.933,0,1,1,2,-0.7523,Alto,Alto,Alto,Medio,523.0136666666667,Alto,181
5,4,0,1,1,484.859,547.248,501.43,1,1,1,0,1.2055,Medio,Alto,Alto,Alto,511.179,Alto,182
3,2,1,0,1,502.258,479.904,504.697,0,1,0,2,-1.9251,Alto,Medio,Alto,Medio,495.61966666666666,Alto,183
3,4,0,0,1,475.654,459.794,500.446,0,1,0,2,-1.6644,Medio,Medio,Alto,Medio,478.6313333333333,Alto,184
5,4,0,0,1,519.435,531.06,484.43,0,1,1,1,-0.4916,Alto,Alto,Medio,Medio,511.64166666666665,Alto,185
4,4,0,1,1,602.644,584.589,606.981,1,1,1,2,0.2453,Alto,Alto,Alto,Alto,598.0713333333334,Alto,186
3,4,1,0,1,473.169,510.229,475.598,1,1,1,2,-1.4939,Medio,Alto,Medio,Medio,486.332,Alto,187
3,3,0,0,1,523.777,557.457,504.695,1,1,0,1,-1.9498,Alto,Alto,Alto,Medio,528.6429999999999,Alto,188
2,3,0,0,1,496.853,613.046,503.186,1,1,1,3,-1.5222,Alto,Alto,Alto,Medio,537.695,Alto,189
2,3,0,1,1,498.177,565.891,518.089,1,1,1,1,-1.4781,Alto,Alto,Alto,Medio,527.3856666666667,Alto,190
4,5,1,0,1,463.274,512.925,513.285,0,1,1,1,0.1772,Medio,Alto,Alto,Alto,496.49466666666666,Alto,191
5,5,1,0,1,504.587,586.882,543.435,1,1,1,4,1.0677,Alto,Alto,Alto,Alto,544.968,Alto,192
5,5,1,1,1,538.865,536.745,532.289,1,1,1,3,0.9083,Alto,Alto,Alto,Alto,535.9663333333334,Alto,193
4,4,0,1,1,518.993,490.36,528.475,1,1,1,1,-1.0981,Alto,Medio,Alto,Medio,512.6093333333333,Alto,194
5,5,1,0,1,475.565,549.021,534.185,1,1,1,3,0.8902,Medio,Alto,Alto,Alto,519.5903333333333,Alto,195
4,5,0,0,1,509.43,534.841,500.388,0,1,1,3,1.2273,Alto,Alto,Alto,Alto,514.8863333333333,Alto,196
4,5,0,1,1,515.14,527.267,488.335,1,1,1,3,0.2606,Alto,Alto,Alto,Alto,510.2473333333334,Alto,197
4,4,1,1,1,542.366,559.583,548.343,1,0,1,3,-0.2702,Alto,Alto,Alto,Medio,550.0973333333333,Alto,198
5,3,1,0,1,512.676,616.674,517.354,0,1,0,4,0.4953,Alto,Alto,Alto,Alto,548.9013333333334,Alto,199
4,4,0,0,1,509.59,494.66,478.62,1,1,1,2,-0.97,Alto,Medio,Medio,Medio,494.29,Alto,200
5,5,1,0,1,504.285,523.174,462.595,1,1,1,3,0.3912,Alto,Alto,Medio,Alto,496.6846666666667,Alto,201
4,3,0,0,1,504.15,490.66,516.414,0,1,0,1,-2.3009,Alto,Medio,Alto,Bajo,503.7413333333333,Alto,202
5,5,0,0,1,451.154,546.234,441.765,0,1,1,2,0.0628,Medio,Alto,Medio,Alto,479.7176666666667,Alto,203
2,3,1,0,1,502.341,487.613,499.678,1,1,1,3,-1.1265,Alto,Medio,Alto,Medio,496.544,Alto,204
5,5,1,1,1,515.816,565.106,570.289,1,1,1,3,0.8145,Alto,Alto,Alto,Alto,550.4036666666667,Alto,205
4,5,0,0,1,483.664,449.247,501.854,1,1,1,2,0.5774,Medio,Medio,Alto,Alto,478.25500000000005,Alto,206
4,4,0,1,1,483.009,530.832,506.344,1,1,1,3,0.0468,Medio,Alto,Alto,Alto,506.7283333333333,Alto,207
3,5,1,1,1,474.951,519.226,494.621,0,1,1,0,0.0515,Medio,Alto,Alto,Alto,496.266,Alto,208
4,3,1,1,1,516.847,585.305,461.454,1,1,1,1,-0.999,Alto,Alto,Medio,Medio,521.202,Alto,209
2,1,1,0,1,471.394,507.213,516.374,0,1,1,1,-2.8122,Medio,Alto,Alto,Bajo,498.327,Alto,210
4,5,1,0,1,492.068,477.621,512.149,0,1,0,2,0.1838,Medio,Medio,Alto,Alto,493.946,Alto,211
4,4,1,0,1,477.89,476.588,489.466,0,1,0,2,-1.2827,Medio,Medio,Alto,Medio,481.31466666666665,Alto,212
4,3,1,1,1,512.149,568.215,530.996,1,1,0,2,-1.121,Alto,Alto,Alto,Medio,537.12,Alto,213
