id_alumno,educacion_madre,educacion_padre,genero,computadora,internet,matematicas,comprension_lectora,ciencias,cuarto_propio,television,auto,libros,indice_socioeconomico,rendimiento_academico
15,3,0,0,0,1,-2.4426306259866895,-2.052023620389644,-1.257807541549095,1,1,0,1,-1.2680874451025483,-2.0253713692125705
16,4,4,1,0,1,-1.4674427064085576,-2.7747445865385187,-1.2587679967211505,1,1,1,1,-0.17161061994775761,-1.9909797822025093
17,4,3,0,0,1,1.5952027570892453,1.145758734113702,0.8882495024790713,0,1,0,2,-0.32400699733166216,1.270789994564115
18,4,4,1,0,1,0.09147599359293732,-0.02582269150210632,-0.5384132780239703,1,1,1,3,0.8906741567968199,-0.16927818795400493
19,3,2,1,0,0,-0.8552612794507621,-0.4962217923343588,-0.6379404452282753,0,1,1,2,-1.2964081316645428,-0.6922623320950281
20,5,2,1,1,1,-1.6974815388763709,-0.8568643206966187,-2.2758099859974683,1,1,1,2,1.3669452149552437,-1.6784008600589735
21,2,1,1,0,1,-1.1535874580302425,-0.7559162682247683,0.40333969748728965,1,1,0,1,-1.4954300296078293,-0.5241262042519075
22,2,4,0,1,1,0.5334605538842123,0.18548525672727936,0.39062700611271445,0,1,1,1,-0.11617805661604834,0.38115560697252326
23,5,4,0,1,1,2.544648925704197,0.7257733271886204,1.561581936711009,1,1,1,3,1.6050807440344557,1.6506879222383612
24,3,1,0,0,1,-0.40629443217904054,-1.1194668148329905,0.16541360792074608,1,1,1,1,-0.9069986914371151,-0.5071830148952107
25,3,3,1,0,0,0.033777966532527896,-0.09835421713063798,-0.3961458556631725,0,1,0,1,-0.4376351178060071,-0.16613934751823933
26,5,5,1,0,1,1.7524780470201673,2.6595451284244285,1.9230465727832575,1,1,1,4,1.5854807566881972,2.27130824756464
27,5,5,1,1,1,-0.00511713832742673,0.48592818745840605,-0.2571733281287345,1,1,1,1,0.9160591624347054,0.09654557747495575
28,3,3,0,0,1,0.5829884360131458,0.22596824932147733,-0.05304992475649564,0,1,0,1,-1.4265278714478542,0.25725795006984836
29,2,3,0,1,1,-0.8506112501546554,-0.8337087729206828,-0.10603503508158565,1,1,1,3,-0.5901178387465031,-0.635070881770626
30,2,3,0,0,1,-0.5230956353394924,0.7152393025881035,0.18895809929128576,1,1,0,3,-0.6736984015270242,0.1746236485828076
31,3,3,0,0,1,-0.527962955724202,-0.987942338148413,-0.9801292795835662,1,1,0,1,-1.3647922284849694,-0.89719446421197
32,4,4,1,0,1,-0.2671412190376165,0.38764682391749994,0.4937292009018949,0,1,1,2,1.1012660913233603,0.2371525310043906
33,2,2,0,0,1,-0.17485045067159335,0.07125202546371166,0.21867885100435264,0,1,0,1,-2.047079012670587,0.047844433247297743
34,4,4,1,0,1,-0.17666120974328584,0.5500855858558278,0.054067506238085566,1,1,1,1,0.31959787350098673,0.17516627971626306
35,4,5,0,1,1,2.297849707268797,1.3681557643681457,1.683719819424132,0,1,0,2,0.998948976762495,1.8628566954195795
36,3,3,0,0,0,0.6771189355960078,0.31807158239793426,1.2677226730273703,1,1,1,6,0.014028026723854385,0.7865197750824042
37,3,3,1,0,1,-0.6741564001363664,-0.4722457248873627,0.012554499356997402,1,1,0,1,-1.0770954979222664,-0.3963739951598566
38,2,4,1,0,1,0.7260094305317049,1.253077880502016,0.47445339918493673,0,1,0,1,-0.5253601713029176,0.8866071520774066
39,4,4,1,0,1,0.07968433051807554,0.704089888234292,0.06057725795979857,0,1,0,1,-0.6725759352913355,0.31993184598399366
40,3,4,1,0,0,-1.2957827464121097,-0.8996520082492341,-0.9388563864954924,0,1,0,1,-1.070274356951542,-1.0964383251368237
41,3,2,1,0,1,0.5010262373920569,0.1475724213380188,-0.04268501269139129,1,1,0,0,-1.3406160326393641,0.20403332044519223
42,4,4,0,0,1,-0.4187089963745638,-0.5302009598888326,0.07012845105968832,1,1,1,2,1.3568430188340443,-0.3161628223549718
43,4,4,0,0,1,-1.0485924040172254,1.137951730772883,-0.13430176438140132,0,1,1,2,0.22142524965651103,0.0554459469702772
44,5,4,0,1,1,0.9541795596375313,2.1436313187798612,0.5237300853734776,0,1,1,3,0.7093526879547803,1.3228124155568899
45,5,4,1,0,1,-0.3573894511707694,-0.5225266876712743,-0.6753048193522877,1,1,1,0,0.6618637318294842,-0.5547895411467607
46,3,4,1,0,1,-0.19163980878432677,0.42574065629302354,-0.28217184191252537,1,1,0,0,-0.5479821831298768,0.004214083404691453
47,4,4,0,0,1,1.012848153560368,0.9524539527846262,1.1706500023738748,1,1,1,3,-0.0571190639074983,1.1068265130230854
48,1,1,0,0,1,0.8465045821984094,1.1543379912625762,1.2229681299405932,1,1,1,0,-1.8838896907127514,1.1497224396936856
49,3,4,0,0,1,-0.7240754062247852,-1.6131179951671855,-0.6147694642024236,0,1,0,3,-0.35310477590298,-1.074765824780783
50,3,3,1,0,1,0.10906208569721472,-0.39768703301268404,-0.29954007294053864,1,1,1,2,-1.0209721861378258,-0.2239950531956646
51,4,5,1,1,1,-0.13434739175597593,-0.0032945999452164026,-0.2817182936368324,0,1,1,1,0.8041579130921896,-0.1434517527142682
52,4,5,1,0,1,-1.675390278201723,-1.277573715566753,-0.8393425589463553,0,1,1,0,0.6327659532581665,-1.3306351156235887
53,4,4,1,0,1,0.40911210691294586,0.5568066072790674,0.37104439232690617,1,1,1,1,1.2335444200214576,0.4780854321133667
54,4,3,1,0,1,-0.5770852278210753,0.26543765879260145,-0.30899788845425696,0,1,0,1,-0.6283680343165143,-0.19180673570161785
55,3,1,0,0,1,1.0269141300292752,0.14702943037922975,0.7700868370058462,0,1,1,4,-0.6473636167666328,0.6586599753345816
56,5,3,0,0,1,0.8210525526866997,0.33001738349130355,1.7728553952529977,1,1,1,1,0.7048628230120251,1.0147663345195492
57,5,4,0,0,1,0.06050477043070856,-0.10328940162274723,-0.10446095577182725,0,1,0,1,-0.005485617065812783,-0.057135979658004765
58,3,4,0,0,1,0.19725329552492504,0.5317204249829907,-0.36142273326231467,1,1,0,0,0.48580921993952303,0.14309023073258703
59,4,4,0,0,1,-0.43238384888398573,-0.7752829457549287,-1.1099774829834725,0,1,0,1,-0.5364121465466228,-0.8294217067851795
60,2,3,0,1,1,1.4963063396296885,1.808545564877962,1.4312401660699077,1,1,1,1,-0.47692143605511556,1.6862115500613215
61,4,5,0,1,1,-0.15133955488473824,-0.1556578629815608,-0.28209180398152106,1,1,1,2,1.5602684381634946,-0.20813712610587873
62,5,4,1,1,1,0.12935707337274424,0.05242833889234099,0.4093692216229746,1,1,1,2,1.5615635915123662,0.20565185813636241
63,3,4,0,0,1,0.8494307688582644,1.0654684710073559,0.8580485231799765,1,1,1,1,-0.5434923181871215,0.9882475767991966
64,1,1,1,0,0,1.0716760942815131,0.956858212783697,-0.17801581436511738,1,1,1,1,-2.1283282994231385,0.654590241833662
65,4,2,1,0,0,-0.952288993548332,-1.4125371349903297,-0.813116796887159,0,1,1,2,0.4833916003549625,-1.1402557891633793
66,4,3,1,0,1,1.1888104771111567,1.6031622513322576,0.8828202628259209,1,1,1,2,0.33695292837586766,1.3149770091039727
67,3,3,1,0,1,-0.6322192200359686,0.40451574303722854,0.3617466526751972,0,1,1,0,-0.6873406834684729,0.0795181867354809
68,4,2,1,1,1,1.8535763475109028,1.9159129771292802,1.3887400247064285,1,1,1,1,0.7568416440800764,1.8283013834985629
69,1,4,1,0,1,-1.5951664082894588,-1.7271460965129883,-1.3524790742724497,0,0,1,1,-0.9273757707926967,-1.6589596963465405
70,3,4,0,0,1,-1.1998704599027024,-1.3265756329810707,-1.4134279587325047,0,1,0,2,-0.0474485855692562,-1.3973927786024487
71,4,2,1,0,1,0.7660779072701157,0.604662210447052,0.5674174560468594,0,1,0,1,-0.9788365305211995,0.6807721940229049
72,4,3,0,1,1,0.9674343160423206,0.05975268360312465,0.42905855265012294,1,1,0,1,-0.6189565866480466,0.48602842922205636
73,5,4,1,0,1,0.25343028496511333,0.6199142231561627,0.12854280103792884,1,1,1,3,1.2418334014542365,0.3672389895412221
74,3,3,0,0,1,0.4658250810383548,0.28117233013174686,0.22792323203539158,0,1,0,2,-0.7584014305432342,0.3393542982780318
75,5,5,1,1,1,-0.40493274135712787,-1.0691737855833283,0.2274696837596986,1,1,1,6,1.8169678319098677,-0.46548461900189125
76,4,4,1,0,1,0.5227843183975138,0.9966775497615966,0.8003144956152755,1,1,1,3,1.7322648028936578,0.8358524296808939
77,4,3,1,0,1,0.5857842480198386,0.8916027660029452,0.9190907852262036,1,1,1,1,0.2691732364515815,0.8571132788322446
78,4,4,0,0,1,1.130982075397586,0.270252178627202,0.37324543542953403,1,1,1,2,-0.16988374881592866,0.6008744374761368
79,3,2,1,0,0,1.2170583186295594,0.9903185223108837,0.48337762849195776,0,0,0,1,-1.2956310396552198,0.9464415902501071
80,2,2,0,0,1,0.2327731454752448,-0.445313373331402,0.547728125019711,1,1,1,0,-0.889211918779277,0.0946042678164718
81,5,2,1,0,1,-0.3527249358020895,-0.8359652020160973,-0.3450549763718596,1,1,1,1,-0.6287997520994715,-0.5589855767218453
82,3,5,0,1,1,0.1724241671338777,-0.5641559945118053,-0.08094314371162259,1,1,1,1,0.005739045291075389,-0.1914137959153228
83,4,4,1,0,1,0.7799845369407145,0.7703347852066157,0.4352881716133194,0,1,1,1,0.2260014581558577,0.7031557282779556
84,3,3,0,0,1,1.3827789888708557,1.0266023848237757,1.672941378048837,0,1,0,3,-0.686218217232784,1.4311702394824954
85,4,5,0,1,1,-0.5650328154398901,-0.10204655565040663,0.12775576138305,1,1,0,2,0.9211534322736008,-0.17722118506269383
86,4,4,0,0,1,0.15307077417562906,-0.1867652116873256,-0.6640861693564666,1,1,1,3,0.4878814652977177,-0.25585124301319895
87,4,5,0,0,1,-0.30515267347058467,-0.09612192096672541,0.011380609702261972,0,0,0,1,0.4486814906052006,-0.13181325047255993
88,2,2,0,0,0,-0.22597180078361553,-0.724845118916256,-0.971631919241904,0,1,0,1,-2.130918606120882,-0.6946994943409808
89,5,5,0,1,1,0.4093873422918432,0.5700435202077809,1.6431939470254349,1,1,1,2,1.255043965612728,0.9294141995106299
90,3,3,1,0,1,-1.230696822339195,-0.5380200296954023,-0.26361638157460954,1,1,1,1,0.06341654109416232,-0.6984371001653872
91,3,3,1,1,1,-0.7573644009987799,-1.4091947239773366,-0.9481808054575364,0,1,1,1,-0.8621000420095624,-1.1233780897710641
92,4,4,0,0,1,-1.408556821397118,-0.31043441916808084,-0.8274035675714918,0,1,0,1,-0.5936579245667525,-0.8653476301036327
93,2,2,0,0,1,1.5754002958812159,1.4749560527291723,1.2685764109580864,1,1,1,0,-1.0041351926024933,1.5253869089560583
94,3,4,1,0,1,0.8092898617569851,0.9787467816557911,0.8482838955974066,1,1,1,1,1.2943302838618365,0.9382413111384852
95,5,5,1,0,1,1.6315483131762563,1.1838766994207268,1.4689913901937752,1,1,1,4,1.9602981358516705,1.5009544743867511
96,4,4,0,1,1,3.5257616489649055,1.8070010572618505,2.374167031235902,1,1,1,2,0.3135538245395854,2.6716250105624586
97,4,4,1,1,1,2.136431400581842,1.7324302989214198,1.834818093505778,1,0,1,3,0.5660223840129777,2.004937173147623
98,2,2,1,0,1,-1.0568639514567164,-0.908834588685653,-1.334430520830897,0,1,0,2,-1.4753983244786135,-1.1615634168607176
99,4,4,1,0,1,0.9914667104418231,1.6108968558785703,0.5014395215886777,1,1,1,2,1.3817099631323813,1.1205092377244497
100,4,4,0,0,0,-1.3318240949750768,-1.1189117574084502,-1.1438868864191172,1,1,0,0,-0.8962057468631842,-1.2649767484754364
101,3,3,0,0,1,-1.503730318205275,-1.5910484293088285,-1.3838139242607772,0,1,1,3,-1.1207853375575392,-1.5876598365522876
102,5,5,0,0,1,1.0609708866496674,0.3723224124138843,1.2425907626919044,0,1,1,3,1.512347764255241,0.9226921224522171
103,5,3,1,1,1,0.08781101723183193,0.21338292554331087,0.723037873230269,0,1,0,2,0.12264822091589524,0.36462874667511525
104,3,3,1,0,1,-1.407962892421603,-0.7569419178135928,-2.2503712635931516,1,1,1,0,0.12083500622747476,-1.5372512753960825
105,3,4,0,0,1,0.24596995758973966,0.1337321851217611,-0.19878565746082896,0,1,1,2,-0.8158198956765467,0.06156458078545095
106,3,3,0,0,1,1.9614831021112007,1.251497173488651,1.747856881469206,0,1,1,1,-1.1544593246282033,1.731502538286485
107,4,4,0,1,1,1.5913784339298305,2.14016824310936,0.5670039267366686,0,1,1,1,-0.1236899460395042,1.5424096218409358
108,3,3,1,0,1,-0.05176229201422556,0.3559482183899417,-0.3687462039492415,0,1,0,6,-1.09220562032577,-0.008032539934853868
109,4,0,1,1,1,0.36920297697284354,-0.05100540552419055,1.0355993334586653,0,1,1,1,-0.5435786617437129,0.46260641124607993
110,4,4,0,0,1,-0.26233184294320133,-0.7461665638980585,-0.6135422159270189,1,1,1,2,0.2955080212119729,-0.5891343496108342
111,4,3,0,0,1,-1.0780715617043788,-1.5151865591330542,-1.1192485433248471,1,1,1,1,-0.4454060378992373,-1.328020194902883
112,4,4,0,1,1,1.597621931209026,1.3126741548456062,1.8590829262553608,1,1,1,2,1.5031953472565478,1.6767248609350436
113,5,4,0,1,1,-0.9333846688398624,-0.2777463634489506,-0.046913683379471355,1,1,1,0,1.813341402533027,-0.42553574072850764
114,3,3,0,0,1,-0.6115910526912474,-1.0622235013108219,-0.48776260735318255,0,1,1,0,-0.6554799110862288,-0.7803369784804235
115,4,2,0,0,1,-1.5503175276017793,-0.9999726045020392,-1.1236239502197687,1,1,1,2,0.035268541645350406,-1.282317555473028
116,4,4,1,1,1,-0.2192647491820671,0.15007017974845127,0.35503680612597194,1,1,1,3,1.556901039456428,0.11187490699508211
117,4,0,1,1,1,2.077110933393196,1.7810581558974616,1.6724744901179767,1,1,1,4,1.3440641724585103,1.9477036221318331
118,3,4,0,0,1,-0.05151602878047544,0.36262097395017756,-0.39373137807786524,1,1,1,1,1.0313278104842876,-0.01412778447703465
119,3,3,1,0,1,-0.3474520053853214,-0.777949634685873,-0.9130708330568219,1,1,1,3,-0.7393195045365243,-0.733979439406743
120,4,4,0,1,1,0.8164314955357411,0.6773626665960955,1.4693248815729612,0,1,1,1,0.004961953281752352,1.0414909178422485
121,2,2,1,0,1,-1.9086015605631415,-1.1061092372467674,-1.6907994086291813,1,1,1,0,-0.6158482186107544,-1.6380543641446952
122,3,4,0,1,1,-0.4679036988343055,-0.43277631541623923,-0.019447333389702406,1,1,0,2,1.6580956877816044,-0.32569161217264003
123,4,3,1,0,1,0.7038602255667624,1.0979393303429699,0.5261045439932828,0,1,0,2,-0.35250037100683995,0.8374241888260757
124,3,3,1,0,1,-0.06310488683930669,0.6042157512142698,0.5047877750357059,0,1,1,1,-0.635448205957013,0.3908761888287413
125,5,3,1,0,1,-0.7295076834398626,-0.7588122200049793,-1.200540401915255,1,1,0,1,0.8537191145756803,-0.9507418658039407
126,4,4,0,1,1,0.6267653473303831,0.4288417379909994,0.9095929507469823,1,1,1,1,0.19457240355657088,0.6876158953008861
127,2,2,1,0,0,0.24611481831547577,0.5788761731374245,0.36912348198279404,1,1,0,1,-1.6805506149398926,0.43333239716705896
128,3,4,1,0,1,-0.008289588221031879,0.4159547525690612,-0.1339282540367126,1,1,1,1,0.28592388643032224,0.1116129471375518
129,5,5,1,1,1,-0.14808018855569227,-0.09801635608961314,0.5570125250162522,1,1,1,6,1.7216445454329097,0.10951259042271042
130,2,3,1,0,1,-0.0020460909418364326,-0.2956771315547561,0.0998892217382581,1,1,1,2,0.13715393842325835,-0.0802586149396604
131,3,3,1,1,1,-1.2985785584188034,-1.9241070169645798,-2.130968010189354,1,1,0,3,-0.37192767123991555,-1.912536838435956
132,5,3,0,0,1,-0.8559276387891449,0.35655154167748576,-0.157392707476248,1,1,1,2,-0.07939570150809178,-0.19336446128300377
133,3,2,0,1,1,-0.674692384821587,-0.8036994725982474,-0.6585768917723118,0,1,1,3,-0.4680280497261965,-0.7603906064713231
134,5,4,0,1,1,1.361441003970032,0.6715948959671754,1.5529111608521704,0,1,1,0,0.36156084200443017,1.2445612638288854
135,1,3,1,1,0,-1.0589934041250275,-0.32023238935779375,-1.1667510553761173,1,0,1,3,-1.257035469858843,-0.8752646818529979
136,5,5,1,0,1,1.3885299596825518,1.1575114717550576,1.7169088814807352,1,1,1,2,1.727688594394311,1.4991956010576175
137,2,3,1,0,0,-0.08955645535859083,-0.6248020513757214,0.5795031836285636,1,1,0,0,-1.4156485833173318,-0.06792311236273814
138,3,3,1,0,1,1.228951384212436,1.2015058058827608,1.1622993782390547,0,1,0,3,0.1126323683512873,1.2702333298668622
139,1,3,0,1,1,-0.9626755075835607,-1.058579428654057,-0.4969669694187201,1,1,1,0,0.3220154930855473,-0.8955244701202142
140,2,0,0,0,1,0.015887666904205937,-0.44468591711235606,-0.04984840751630879,0,1,0,0,-1.6180378799676847,-0.18474317525749576
141,4,4,1,0,1,0.9054194393549962,1.1761903607374178,0.7598286421820812,1,1,0,1,-0.5794975812857551,1.0148084352109394
142,5,5,1,1,1,1.375941562616145,1.565888938627793,1.4688846729524352,0,1,1,1,2.1586292853422253,1.5664725058969409
143,4,3,0,0,1,2.432367377186688,1.2755335732644009,1.3078750350813786,1,1,0,2,-0.3068246295699641,1.7385894880036017
144,4,5,0,1,0,0.12569209701163803,0.10946652249674461,0.7728081266600051,0,1,0,2,-0.15969520913813784,0.3540287281543328
145,3,3,0,0,0,-0.36535679108621655,-0.36152383515730063,-0.7470321451876379,0,1,0,1,-1.3086689167005283,-0.520098571442378
146,3,3,1,0,0,-1.2864247435296035,-1.317477517804908,-1.0279252640485208,0,1,0,0,-1.7822633246046176,-1.2866305374130822
147,3,4,1,0,1,-0.5037277563086698,-0.49186579819829174,-0.06201417302901805,0,1,0,0,-0.4941038038168136,-0.37509443459011094
148,0,2,1,0,1,-0.07553393710740397,-0.4595880023146913,0.37437930611876735,1,1,1,1,-0.4354765288912208,-0.07127713411004731
149,4,4,0,1,1,-0.43575910379362054,-0.27319730586086927,0.09111172863807929,1,1,1,3,1.6403089151237662,-0.214676766834941
150,5,4,1,0,0,1.0690106569279823,1.6810030218911758,0.8399732904280887,1,1,0,1,0.6397597813420738,1.2914427226176264
151,4,4,0,1,1,1.818621454390951,1.5934849458000528,1.540505281546446,1,1,1,1,0.12869226987729657,1.745236719388435
152,2,2,0,1,1,0.03189477709796778,-0.6957890693881401,0.16089146481898234,1,1,1,1,-0.8722885816873532,-0.2030195531748387
153,4,5,1,0,1,-1.2834550986520272,-1.500598202040242,-1.2169748570815464,1,1,1,0,0.7343059758097086,-1.4229572539846553
154,5,4,0,1,1,1.3033808250952836,1.5835904438843331,1.2090148506354461,1,1,1,0,1.840194248632967,1.4587742594697606
155,4,4,0,0,0,0.07203568419924701,-0.8118926028430943,-0.27450154019124484,0,0,0,1,-1.5445595133083627,-0.38774803127974966
156,4,4,1,0,1,-0.7691126058559205,-0.41168413328370285,-1.2090777812224194,1,1,0,3,-0.47165447910303726,-0.831952426123108
157,3,2,1,0,1,1.187086634474906,1.63629676628417,1.2348937816602887,0,1,1,1,-0.8832542133744672,1.450728349559898
158,3,2,1,0,1,-1.0487227786703877,-2.0174773289448784,-1.771197510323371,1,1,0,1,0.8195270661654672,-1.7418887026733032
159,3,1,0,1,1,-0.45214285187429376,-1.2253741847284518,-0.6850427676245225,0,1,0,0,-0.0785322659421772,-0.8612778966027138
160,3,4,1,1,1,2.7748181328251706,1.5167180906929634,2.0682220399705584,1,1,1,1,0.035786602984899135,2.2093079627127152
161,4,4,1,0,1,-1.2639423588954692,-0.683505407253746,-1.2985201691201358,0,1,0,2,0.15338652706245048,-1.128486306992907
162,2,3,1,1,1,0.2384661719966464,0.16814574544326732,-0.05086222130903488,0,1,0,3,-0.9361828135650242,0.12435542306456505
163,4,3,1,0,0,-0.33567482838303364,-0.1670124072531373,-0.7036782658934426,1,1,1,1,0.06721565758418598,-0.4199036037916048
164,3,3,0,0,1,0.6499865216657676,0.6189971717590957,-0.21962219883237696,1,1,1,3,-0.9449035127807603,0.372847737205132
165,2,2,1,0,0,-0.19779638962808058,0.28556452366506707,-0.4329766435804876,0,0,0,1,-1.8166280601280134,-0.1049997879124862
166,5,5,0,0,0,1.3608181028493698,0.8449176100127962,0.7677790766618783,1,1,1,2,0.6458038303034751,1.036228331418647
167,5,5,1,1,1,0.38225492836160313,-0.250729546632733,-0.02283560580223361,1,1,1,1,1.0285648166733614,0.018228935782567353
168,2,2,0,0,0,-0.9219261854341924,-1.0990503547825037,-1.0053278881948693,0,1,0,1,-1.6094898678651313,-1.0763235503621689
169,4,4,1,0,1,0.3241078330514139,0.9286468158581432,0.7731949766598609,1,1,0,2,0.3261599838019367,0.7358118312318791
170,3,2,0,0,1,0.19894816601602947,-0.5865030890824323,-0.7959353210314901,1,1,1,2,-0.8904207285715573,-0.44224035950066953
171,3,2,1,1,1,-0.9007040891139568,-0.5140801616456594,-1.5279488983450171,0,1,1,0,-0.9250444947647277,-1.0259617677519521
172,4,2,1,1,1,-1.3921006429535763,-1.0251553185241227,-1.8881062482108564,0,1,1,2,0.7055535714647566,-1.509071879293171
173,4,3,1,0,1,1.1497994836706142,0.16339155793742108,0.41638588024105067,1,1,0,0,1.2337171071346404,0.5806520720457102
174,2,1,1,0,1,-0.37355590816284057,-0.2096914966139954,-0.35300541085165665,1,1,1,1,-1.4535534046609773,-0.3257103235910357
175,5,5,0,1,1,0.15473667252158543,-0.25421675523473747,-0.23028058331116574,0,1,1,1,1.3165205779058384,-0.12933866538981834
176,5,0,1,1,1,0.29270202771197934,1.2332768102048246,1.2718846454396124,1,1,0,1,1.5064764024070227,1.0186442759819199
177,5,0,0,1,1,0.07468663548020471,0.20474333606568168,-0.046313398896936135,1,1,1,1,0.9832344494628515,0.08725068038722592
178,4,3,0,0,1,0.9908148371760136,1.1860848626531375,1.4335879453793772,1,1,1,3,-0.43374965775939184,1.2824893089156053
179,4,4,0,1,1,1.6145416639749206,1.2370415475190988,1.7555672021559903,1,1,1,3,2.0595068823752434,1.6165676507950284
180,4,4,1,0,1,-0.9801601971798233,0.008687400545406005,-1.5539078673008642,1,1,1,0,1.0107780440155234,-0.85805953263877
181,4,3,1,1,1,1.7667613145776775,2.0428039309655195,0.6757487956616774,1,1,1,1,-0.06324945642549107,1.5994326693997818
182,1,2,1,0,1,0.23396100342627582,-0.40948803651704346,-1.046587441627776,0,1,1,1,-1.859886181980329,-0.45020674588235216
183,4,5,0,0,1,0.5205389771486147,0.06985231543660991,1.727460548718183,1,1,1,1,1.8096286295995945,0.8009462786649701
184,3,3,1,0,0,-0.4908351517182195,-0.43956973563398377,-0.038322945451636906,1,1,0,1,-1.3078054811346138,-0.3423494523988136
185,4,4,0,0,0,-0.42955906473214556,-1.0366787933162116,-0.1947704212554275,0,1,0,1,-0.8508753796526743,-0.6089076409997788
186,4,4,0,1,1,0.8393774344922275,0.4124675439670574,0.13051707000271098,1,1,1,1,1.5094984268877234,0.4767241764251287
187,4,5,0,0,1,1.01342759646331,1.0202312909073117,1.1993035816735462,0,1,1,1,1.235616665379652,1.1433371681663835
188,3,2,0,0,0,1.1236086644576542,0.2992599622923142,0.993579419681214,1,1,1,1,0.3328084376594782,0.8272732443467737
189,3,3,1,0,0,0.7359758484623001,0.6739961226516004,0.43691560954374786,0,1,0,2,-0.8650357229336717,0.652167113151506
190,5,5,0,1,1,0.09771949087213276,0.13082416687579954,-0.09325564543117405,1,1,1,1,1.6067212716096932,0.049570561594238914
191,5,3,0,1,1,-0.6192686711552239,-0.04511697023776179,-0.6629256193568991,0,1,1,2,0.6168787388453401,-0.44993543031562405
192,5,5,1,0,1,-0.6666671006158463,-0.48034232340620214,-0.22759931262250907,1,1,0,0,-0.5957301699249471,-0.4813098011094864
193,3,4,0,1,1,0.5603611906532763,0.9074701684653506,0.9273080128093494,0,1,0,3,0.45602069291547365,0.8579365812416253
194,5,5,0,0,1,0.29901795535404324,0.7394928987473695,0.9064848110929677,0,1,1,3,1.846238297594368,0.7011208615274965
195,3,3,1,0,1,-0.3785970614184318,-0.34640455357144995,-0.40739118496932863,1,1,1,1,-0.6203380835535098,-0.3994099227944501
196,3,3,0,1,1,-0.4121178333536034,-0.868170599105192,-0.31802883500261653,1,1,1,2,0.5705122489557329,-0.5811726410837489
197,4,4,1,0,1,1.2097138798347746,0.44819634905540917,1.2926011299146547,1,1,0,3,0.7828310546141021,1.0176759600799776
198,5,5,1,1,1,0.4372150877056132,0.6642584847906418,0.7140469456474109,0,1,1,3,0.6843130565432606,0.6490984405347218
199,3,2,1,0,1,-0.15875642404239068,-0.5272929416428711,-0.8005508417194259,1,1,1,3,-0.36959639521194637,-0.536414928282843
200,5,5,1,0,0,-0.6632918457062115,-1.1833949503811454,-0.6770122952137204,0,1,0,1,-0.9588048253919835,-0.9103719806166685
201,3,2,1,0,1,1.5818755703215883,0.8820219921967478,1.4912552746682401,0,1,1,1,-0.6899309901662164,1.3757002396504363
202,4,3,1,0,1,0.8689869668325436,1.3827803208582103,0.1633192820594575,0,1,1,2,0.11142355855900707,0.8739535553877694
203,4,4,1,0,1,-0.5372195560986942,-0.5435223380778031,-0.9826371347550457,0,0,1,0,0.9006036658048363,-0.7287729872383261
204,4,4,1,0,1,-0.3399047615745069,-0.6011276455724976,-0.6418222848820017,0,1,1,1,0.9115692974919503,-0.5678735004594834
205,2,4,0,0,1,0.8002940106888172,1.3701346647512895,0.7597486042510762,1,1,1,1,0.598314874178179,1.0560203342259864
206,4,4,1,1,1,-0.1741551191880634,0.7995356323237415,-0.145253621273873,1,1,1,2,1.1136132199159372,0.20278433326732415
